ph,coliformes,dbo,fosforo,od,solido,temperatura,turbidez
6.415254237288135,1492010.1714285715,19.93220338983051,0.7252033898305086,1.2889830508474576,291.3050847457627,21.338983050847457,62.36271186440678
6.4049516291308715,1587547.199373777,19.122792353533008,0.7064334494234193,1.3555085519696617,290.85063075613346,21.37142636018884,62.67096045197741
6.393545170099616,1693320.3374559686,18.226658706203633,0.6856524439727134,1.4291617853549592,290.3474852676153,21.407345738388226,63.01223567393059
6.382506661359691,1795681.4388258317,17.359432595884883,0.6655417935365464,1.5004391079858923,289.86057027872675,21.44210642696828,63.34250201775626
6.371100202328435,1901454.5769080236,16.463298948555508,0.6447607880858404,1.5740923413711898,289.35742479020865,21.47802580516767,63.68377723970944
6.360061693588509,2003815.6782778865,15.596072838236758,0.6246501376496734,1.645369664002123,288.8705098013201,21.51278649374772,64.01404358353511
6.348655234557254,2109588.8163600783,14.699939190907383,0.6038691321989674,1.7190228973874204,288.367364312802,21.548705871947107,64.3553188054883
6.337248775525998,2215361.95444227,13.803805543578008,0.5830881267482615,1.7926761307727177,287.86421882428385,21.584625250146495,64.69659402744149
6.326210266786073,2317723.055812133,12.936579433259258,0.5629774763120945,1.863953453403651,287.3773038353953,21.61938593872655,65.02686037126715
6.314803807754817,2423496.193894325,12.040445785929883,0.5421964708613884,1.9376066867889485,286.8741583468772,21.655305316925936,65.36813559322034
6.303765299014891,2525857.2952641877,11.173219675611133,0.5220858204252214,2.0088840094198814,286.38724335798867,21.690066005505987,65.698401937046
6.292358839983636,2631630.4333463795,10.277086028281758,0.5013048149745155,2.082537242805179,285.88409786947057,21.725985383705375,66.0396771589992
6.28095238095238,2737403.5714285714,9.380952380952381,0.4805238095238096,2.1561904761904764,285.3809523809524,21.761904761904763,66.38095238095238
6.147058823529412,2040960.1538461538,18.647058823529413,0.4062352941176471,2.5352941176470587,181.1764705882353,20.294117647058822,58.94117647058823
6.2285714285714295,3689026.222222222,9.5,0.5892857142857142,2.6750000000000003,279.14285714285717,19.857142857142858,44.785714285714285
6.057142857142857,1625751.0,18.571428571428573,0.9594285714285714,1.3571428571428572,346.2857142857143,21.142857142857142,34.9394304538167
6.5,490000.0,20.666666666666668,0.8421666666666666,1.34,300.1666666666667,22.0,32.01440668392524
6.812322849387146,1536010.0,5.5,0.48324999999999996,2.65,209.25,21.75,15.1
6.812322849387146,1150901.7886178861,4.365853658536585,0.37430894308943086,3.5447154471544717,175.91869918699186,21.8130081300813,12.050406504065041
6.812322849387146,765793.5772357724,3.2317073170731705,0.26536788617886176,1.9797890179026632,142.58739837398372,21.8760162601626,9.00081300813008
5.9676829268292675,393108.21138211386,2.1341463414634143,0.1599410569105691,2.0232968052996325,110.33130081300813,21.9369918699187,6.04959349593496
6.1,8000.0,1.0,0.051,2.0232968052996325,77.0,22.0,3.0
6.233152173913043,372458.50543478265,2.7119565217391304,0.0639891304347826,2.0232968052996325,98.11413043478261,21.72826086956522,8.654891304347826
6.370742753623188,749065.6277173914,4.4809782608695645,0.07741123188405796,2.0232968052996325,119.9320652173913,21.44746376811594,14.498278985507246
6.508333333333333,1125672.75,6.25,0.09083333333333334,3.850000000000001,141.75,21.166666666666668,20.34166666666667
6.4941176470588236,861434.4,18.352941176470587,0.44429411764705884,1.9794117647058826,298.11764705882354,20.941176470588236,66.47058823529412
6.633333333333333,3300000.0,36.0,0.7753333333333333,1.4333333333333333,254.0,22.666666666666668,32.54118326169609
6.4125,1372546.4285714286,11.75,0.7296875,3.2062500000000003,242.75,21.8125,29.4375
6.842857142857143,1526666.6666666667,25.142857142857142,1.0464285714285715,0.6257142857142857,270.0,21.571428571428573,59.57142857142857
6.025,2303356.8470193115,18.75,0.745,1.4500000000000002,163.75,20.0,25.5
6.25,2200000.0,5.5,0.44499999999999995,0.355,206.5,23.0,55.0
6.025,1000086.6666666666,13.5,0.96475,2.2425,210.75,20.75,57.5
6.065849673202615,1609516.7538126362,11.637254901960784,0.7935027233115468,2.447674291938998,191.67047930283223,20.755446623093682,50.53050108932462
6.1080610021786494,2239261.1771968044,9.712418300653596,0.6165472040668118,2.659687726942629,171.95497458242556,20.761074800290487,43.32868554829339
6.148910675381264,2848691.264342774,7.84967320261438,0.4452999273783588,2.864862018881627,152.8754538852578,20.76652142338417,36.359186637618016
