,data_coleta,observado,previsao
0,2006-08-31,0.8754687377705666,2.257718563079834
1,2006-10-31,1.6677068207467554,2.2342541217803955
2,2006-11-30,0.7884573608188158,2.287278890609741
3,2006-12-31,1.029619417538301,2.2082302570343018
4,2007-08-31,1.6311994044113078,2.171200752258301
5,2007-09-30,2.0579625101304257,2.215665102005005
6,2007-11-30,2.672768387026631,2.256528615951538
7,2008-03-31,1.899117987698255,2.2319931983947754
8,2008-04-30,0.8796267479175015,2.3148701190948486
9,2008-07-31,1.3244189576677605,2.3925509452819824
10,2008-08-31,2.08256166914069,2.4182629585266113
11,2008-11-30,2.4765384002015174,2.399477243423462
12,2009-07-31,1.2193539066596593,2.307101011276245
13,2009-08-31,1.5173226237455928,2.2749571800231934
14,2009-10-31,2.7080502011688767,2.3515725135803223
15,2009-11-30,2.850706501561537,2.405522584915161
16,2010-03-31,2.199444334185397,2.3994967937469482
17,2010-05-31,0.9969486352606133,2.354414224624634
18,2010-07-31,0.7514160891556193,2.433905601501465
19,2010-09-30,1.2753628006919386,2.4906795024871826
20,2011-03-31,2.624668592235623,2.4191129207611084
21,2011-05-31,2.4765384002015174,2.301656484603882
22,2011-07-31,1.1378330021419039,2.2289366722106934
23,2011-08-31,1.391281902879686,2.2814042568206787
24,2011-11-30,1.4134230287514524,2.3772311210632324
25,2012-05-31,0.5068176029708615,2.4359853267669678
26,2012-07-31,1.9523181454925882,2.347076177597046
27,2012-09-30,1.3270750017251713,2.238147735595703
28,2012-11-30,1.1908875650812318,2.2517733573913574
29,2013-04-30,2.8775116422228346,2.2405481338500977
30,2013-09-30,0.22314355211420983,2.2361693382263184
31,2013-10-31,2.501435951821178,2.3340609073638916
32,2013-11-30,0.7080357935463067,2.298999786376953
33,2014-01-31,1.64093657968727,2.3210713863372803
34,2014-05-31,1.7967470109049317,2.362262487411499
35,2014-07-31,1.1346227265126863,2.2223119735717773
36,2014-09-30,1.8245492922123363,2.3453402519226074
37,2014-11-30,1.3376291894010768,2.244335174560547
38,2014-12-31,1.3862943613698906,2.3203606605529785
39,2015-01-31,1.8421356767116004,2.310354709625244
40,2015-05-31,1.8484548130620806,2.280508279800415
41,2015-07-31,1.769854634010363,2.321962833404541
42,2015-09-30,2.256541154597351,2.300274610519409
43,2015-11-30,1.8961194847024478,2.3346176147460938
44,2016-01-31,2.639057329686687,2.3781096935272217
45,2016-07-31,1.9878743482913317,2.3901796340942383
46,2016-09-30,2.312535423946224,2.4089467525482178
47,2016-10-31,1.7749523510811653,2.4450418949127197
48,2017-07-31,1.3164082339238208,2.437309741973877
49,2017-09-30,1.7884205681297645,2.45910906791687
50,2017-11-30,2.5649493575384597,2.398651361465454
51,2018-05-31,1.3083328199204491,2.3913235664367676
52,2018-08-31,2.7725887223022814,2.343017339706421
53,2018-09-30,0.6931471810599453,2.3470284938812256
54,2018-10-31,2.302585093094046,2.4003846645355225
55,2018-11-30,1.1474024531550022,2.415743589401245
56,2019-09-30,1.7526720806933183,2.342395305633545
