data_coleta,observado,previsao
2008-11-30,1.0986122890014431,1.1461138725280762
2009-07-31,1.0986122890014431,1.1461138725280762
2009-08-31,1.0986122890014431,1.1461138725280762
2009-09-30,1.0986122890014431,1.1461138725280762
2009-10-31,1.0986122890014431,1.1461138725280762
2009-11-30,1.0986122890014431,1.1461138725280762
2010-03-31,1.3862943613698906,1.1461138725280762
2010-05-31,1.0986122890014431,1.1006089448928833
2010-07-31,1.0986122890014431,1.2154310941696167
2010-09-30,1.0986122890014431,1.115454077720642
2010-11-30,1.0986122890014431,1.2598956823349
2011-05-31,1.0986122890014431,1.1670573949813843
2011-06-30,1.0986122890014431,1.1461138725280762
2011-07-31,1.0986122890014431,1.1461138725280762
2011-08-31,1.0986122890014431,1.1461138725280762
2011-11-30,1.3862943613698906,1.1461138725280762
2012-01-31,1.0986122890014431,1.1006089448928833
2012-05-31,1.0986122890014431,1.2154310941696167
2012-09-30,1.0986122890014431,1.115454077720642
2012-11-30,1.0986122890014431,1.2598956823349
2013-04-30,1.0986122890014431,1.1670573949813843
2013-05-31,1.0986122890014431,1.1461138725280762
2013-06-30,1.0986122890014431,1.1461138725280762
2013-09-30,1.0986122890014431,1.1461138725280762
2013-10-31,1.0986122890014431,1.1461138725280762
2013-11-30,1.0986122890014431,1.1461138725280762
2014-01-31,1.0986122890014431,1.1461138725280762
2014-05-31,1.0986122890014431,1.1461138725280762
2014-07-31,1.0986122890014431,1.1461138725280762
2014-09-30,1.0986122890014431,1.1461138725280762
2014-11-30,1.0986122890014431,1.1461138725280762
2014-12-31,1.0986122890014431,1.1461138725280762
2015-01-31,1.3862943613698906,1.1461138725280762
2015-05-31,1.0986122890014431,1.1006089448928833
2015-09-30,1.3862943613698906,1.2154310941696167
2015-11-30,1.0986122890014431,1.2437387704849243
2016-01-31,1.0986122890014431,1.2768735885620117
2016-07-31,1.0986122890014431,1.233858346939087
2016-09-30,1.0986122890014431,1.2598956823349
2016-10-31,1.0986122890014431,1.1670573949813843
2016-11-30,1.0986122890014431,1.1461138725280762
2017-07-31,1.0986122890014431,1.1461138725280762
2017-09-30,1.0986122890014431,1.1461138725280762
2017-11-30,1.0986122890014431,1.1461138725280762
2018-05-31,1.0986122890014431,1.1461138725280762
2018-08-31,1.0986122890014431,1.1461138725280762
2018-09-30,1.0986122890014431,1.1461138725280762
2018-11-30,1.2527629687810824,1.1461138725280762
2019-09-30,1.0986122890014431,1.1121273040771484
