data_coleta,observado,previsao
2006-12-31,1.8562979905218762,1.5912582874298096
2007-07-31,1.7404661750159431,1.5516148805618286
2007-08-31,1.4109869739541645,1.2369722127914429
2007-09-30,1.373715579166195,1.2083486318588257
2007-11-30,1.4231083344835709,1.3926317691802979
2008-03-31,0.9555114454120518,1.4360628128051758
2008-04-30,1.8718021770554376,1.30191969871521
2008-07-31,1.9740810261608985,1.4892542362213135
2008-08-31,1.0986122890014431,1.5878970623016357
2008-11-30,1.3862943613698906,1.1296048164367676
2009-07-31,1.887069649183895,1.4967745542526245
2009-08-31,1.1314021118136812,1.6094393730163574
2009-09-30,1.6292405399263585,1.3061567544937134
2009-10-31,0.4700036298707357,1.3710527420043945
2009-11-30,1.3083328199204491,1.4294235706329346
2010-03-31,0.8329091233698865,1.560758352279663
2010-05-31,1.9021075265461742,1.3740675449371338
2010-07-31,1.4469189831716196,1.4484527111053467
2010-09-30,1.8245492922123363,1.4314440488815308
2010-11-30,1.686398953755414,1.2468003034591675
2011-03-31,1.1939224687754648,1.3443480730056763
2011-05-31,1.8082887713431999,1.2463511228561401
2011-06-30,1.458615022932075,1.483667016029358
2011-07-31,1.9459101491981705,1.4319932460784912
2011-08-31,1.9315214117481414,1.384502649307251
2011-11-30,1.2237754319162333,1.43091881275177
2012-01-31,1.0986122890014431,1.1815699338912964
2012-05-31,1.9740810261608985,1.4436289072036743
2012-07-31,1.6389967148698197,1.6839475631713867
2012-09-30,1.547562508928779,1.5398629903793335
2012-11-30,1.534714366453681,1.1317343711853027
2013-04-30,2.014903020675598,1.31686532497406
2013-05-31,1.8453002363140627,1.5306782722473145
2013-06-30,0.8501509297969605,1.4184147119522095
2013-09-30,1.8900953700999743,1.199562907218933
2013-10-31,1.6292405399263585,1.6695153713226318
2013-11-30,1.7101878157150754,1.578704833984375
2014-01-31,0.47623417961748976,1.2654258012771606
2014-05-31,1.9315214117481414,1.3968064785003662
2014-07-31,1.8855533486661609,1.7624675035476685
2014-09-30,1.9837562916829796,1.6531790494918823
2014-11-30,1.8547342685459378,1.3219197988510132
2014-12-31,1.2612978712284915,1.353576898574829
2015-01-31,1.6292405399263585,1.3144422769546509
2015-05-31,1.450442181178109,1.504745602607727
2015-07-31,1.9768549530432389,1.468130350112915
2015-09-30,1.7950872594868426,1.4615832567214966
2015-11-30,1.576914720935152,1.4006067514419556
2016-01-31,1.0473189946314365,1.210976243019104
2016-07-31,1.693779061051675,1.320368766784668
2016-09-30,1.4024137432457762,1.5779480934143066
2016-10-31,1.6054298912373648,1.4521275758743286
2016-11-30,1.2412685893586501,1.278457760810852
2017-07-31,1.8515994697410578,1.2476845979690552
2017-09-30,1.4624834997090972,1.450985074043274
2017-11-30,1.108562619851311,1.3773586750030518
2018-05-31,1.826160896106418,1.1651512384414673
2018-08-31,0.9082585605801167,1.5153613090515137
2018-09-30,1.9198594720019984,1.3914718627929688
2018-10-31,1.3083328199204491,1.4505116939544678
2018-11-30,1.4609379043476751,1.3982973098754883
2019-09-30,0.8544153285815996,1.254522442817688
