data_coleta,observado,previsao
2008-04-30,1.9021075265461742,1.8568334579467773
2008-07-31,1.8562979905218762,1.8737616539001465
2008-08-31,1.8082887713431999,1.8662428855895996
2008-11-30,1.8405496335562173,1.8962363004684448
2009-07-31,1.9021075265461742,1.8578263521194458
2009-08-31,1.8405496335562173,1.8716182708740234
2009-09-30,1.8562979905218762,1.8428701162338257
2009-10-31,1.8405496335562173,1.8612940311431885
2009-11-30,1.8405496335562173,1.8535438776016235
2010-03-31,1.8405496335562173,1.8767476081848145
2010-05-31,1.8405496335562173,1.8526891469955444
2010-07-31,1.887069649183895,1.8543434143066406
2010-09-30,1.8718021770554376,1.8695977926254272
2010-11-30,1.8405496335562173,1.8594255447387695
2011-03-31,1.8245492922123363,1.8543356657028198
2011-05-31,1.8405496335562173,1.853811264038086
2011-06-30,1.8405496335562173,1.8672666549682617
2011-07-31,1.9021075265461742,1.8563446998596191
2011-08-31,1.8562979905218762,1.8712656497955322
2011-11-30,1.8245492922123363,1.8515563011169434
2012-01-31,1.8405496335562173,1.8657721281051636
2012-05-31,1.8718021770554376,1.849117398262024
2012-07-31,1.8405496335562173,1.860886573791504
2012-09-30,1.887069649183895,1.84910249710083
2012-11-30,1.8453002363140627,1.8665778636932373
2013-04-30,1.8961194847024478,1.8553780317306519
2013-05-31,1.862528540271542,1.8590800762176514
2013-06-30,1.8764069434414792,1.8673629760742188
2013-09-30,1.9198594720019984,1.8637083768844604
2013-10-31,1.9050881546838676,1.8892022371292114
2013-11-30,1.9430489169175476,1.8850483894348145
2014-01-31,1.8180767777077662,1.8850880861282349
2014-05-31,1.9257074418835665,1.86271071434021
2014-07-31,1.9139771020997969,1.8732203245162964
2014-09-30,1.9213246737291116,1.888703465461731
2014-11-30,1.860974538405049,1.8775192499160767
2014-12-31,1.8900953700999743,1.884893774986267
2015-01-31,1.8515994697410578,1.8682013750076294
2015-05-31,1.8771723472292074,1.8625764846801758
2015-07-31,1.8825138326487263,1.8710031509399414
2015-09-30,1.8341801852717516,1.8727266788482666
2015-11-30,1.8468787686068633,1.8646742105484009
2016-07-31,1.8050046961425494,1.8561375141143799
2016-09-30,1.8468787686068633,1.8658788204193115
2016-10-31,1.8293763329598756,1.8731319904327393
2016-11-30,1.8946168548181388,1.8405561447143555
2017-09-30,1.8547342685459378,1.8622715473175049
2017-11-30,1.843719208316994,1.851320743560791
2018-05-31,1.9169226123291199,1.862293004989624
2018-08-31,1.8515994697410578,1.885711431503296
2018-09-30,1.9213246737291116,1.862851619720459
2018-10-31,1.8099267733471702,1.8656593561172485
2018-11-30,1.8633046365463097,1.8505877256393433
2019-09-30,1.8325814639083102,1.9084447622299194
