data_coleta,observado,previsao
2006-11-30,4.605170185998092,4.5851616859436035
2006-12-31,4.605170185998092,4.588181972503662
2007-07-31,4.605170185998092,4.588181972503662
2007-08-31,4.605170185998092,4.588181972503662
2007-09-30,4.605170185998092,4.588181972503662
2007-11-30,4.605170185998092,4.588181972503662
2008-03-31,4.605170185998092,4.588181972503662
2008-04-30,4.852030263927429,4.588181972503662
2008-07-31,4.605170185998092,4.6519598960876465
2008-08-31,4.605170185998092,4.5925445556640625
2008-11-30,4.605170185998092,4.625082492828369
2009-07-31,4.605170185998092,4.614238739013672
2009-08-31,4.605170185998092,4.613971710205078
2009-09-30,4.78749174279038,4.588181972503662
2009-10-31,4.605170185998092,4.630967617034912
2009-11-30,4.605170185998092,4.5851945877075195
2010-03-31,4.605170185998092,4.619228839874268
2010-05-31,4.605170185998092,4.607028007507324
2010-07-31,4.6347289882393445,4.606748580932617
2010-09-30,4.605170185998092,4.595358371734619
2010-11-30,4.605170185998092,4.586529731750488
2011-03-31,4.605170185998092,4.594403266906738
2011-05-31,4.605170185998092,4.59047269821167
2011-06-30,4.78749174279038,4.5909929275512695
2011-07-31,4.605170185998092,4.630967617034912
2011-08-31,4.605170185998092,4.5851945877075195
2011-11-30,4.605170185998092,4.619228839874268
2012-01-31,4.804021044741454,4.607028007507324
2012-05-31,4.605170185998092,4.660287380218506
2012-07-31,4.605170185998092,4.5860724449157715
2012-09-30,4.605170185998092,4.621163368225098
2013-04-30,4.605170185998092,4.608874797821045
2013-05-31,4.605170185998092,4.608598232269287
2013-06-30,4.820281565613102,4.588181972503662
2013-09-30,4.605170185998092,4.641261577606201
2013-10-31,4.605170185998092,4.588016510009766
2013-11-30,4.605170185998092,4.623065948486328
2014-01-31,4.605170185998092,4.610691547393799
2014-05-31,4.605170185998092,4.610418319702148
2014-07-31,4.605170185998092,4.588181972503662
2014-09-30,4.605170185998092,4.588181972503662
2014-11-30,4.605170185998092,4.588181972503662
2014-12-31,4.605170185998092,4.588181972503662
2015-01-31,4.605170185998092,4.588181972503662
2015-05-31,4.779123493119933,4.588181972503662
2015-07-31,4.605170185998092,4.628372669219971
2015-09-30,4.605170185998092,4.584949970245361
2015-11-30,4.605170185998092,4.618249893188477
2016-01-31,4.605170185998092,4.606092929840088
2016-07-31,4.605170185998092,4.605812072753906
2016-09-30,4.605170185998092,4.588181972503662
2016-10-31,4.605170185998092,4.588181972503662
2016-11-30,4.718498871304023,4.588181972503662
2017-07-31,4.605170185998092,4.615095615386963
2017-09-30,4.605170185998092,4.584249973297119
2017-11-30,4.605170185998092,4.6105170249938965
2018-05-31,4.605170185998092,4.5993194580078125
2018-08-31,4.605170185998092,4.599027156829834
2018-09-30,4.605170185998092,4.588181972503662
2018-10-31,4.605170185998092,4.588181972503662
2018-11-30,4.691347882238318,4.588181972503662
2019-09-30,4.605170185998092,4.609542369842529
