,data_coleta,observado,previsao
0,2008-04-30,1.9021075265461742,1.8581361770629883
1,2008-07-31,1.8562979905218762,1.8633348941802979
2,2008-08-31,1.8082887713431999,1.8674578666687012
3,2008-11-30,1.8405496335562173,1.8662364482879639
4,2009-07-31,1.9021075265461742,1.8627843856811523
5,2009-08-31,1.8405496335562173,1.8628946542739868
6,2009-09-30,1.8562979905218762,1.8567711114883423
7,2009-10-31,1.8405496335562173,1.8560466766357422
8,2009-11-30,1.8405496335562173,1.86171555519104
9,2010-03-31,1.8405496335562173,1.8636627197265625
10,2010-05-31,1.8405496335562173,1.8570948839187622
11,2010-07-31,1.887069649183895,1.8574830293655396
12,2010-09-30,1.8718021770554376,1.8562978506088257
13,2010-11-30,1.8405496335562173,1.8577497005462646
14,2011-03-31,1.8245492922123363,1.8596768379211426
15,2011-05-31,1.8405496335562173,1.8615599870681763
16,2011-06-30,1.8405496335562173,1.8632177114486694
17,2011-07-31,1.9021075265461742,1.8582552671432495
18,2011-08-31,1.8562979905218762,1.8550540208816528
19,2011-11-30,1.8245492922123363,1.8562496900558472
20,2012-01-31,1.8405496335562173,1.8598353862762451
21,2012-05-31,1.8718021770554376,1.8615703582763672
22,2012-07-31,1.8405496335562173,1.8635138273239136
23,2012-09-30,1.887069649183895,1.857161045074463
24,2012-11-30,1.8453002363140627,1.8564250469207764
25,2013-04-30,1.8961194847024478,1.8601864576339722
26,2013-05-31,1.862528540271542,1.8629957437515259
27,2013-06-30,1.8764069434414792,1.8623422384262085
28,2013-09-30,1.9198594720019984,1.8659894466400146
29,2013-10-31,1.9050881546838676,1.8647171258926392
30,2013-11-30,1.9430489169175476,1.8694590330123901
31,2014-01-31,1.8180767777077662,1.8693311214447021
32,2014-05-31,1.9257074418835665,1.8732775449752808
33,2014-07-31,1.9139771020997969,1.8760768175125122
34,2014-09-30,1.9213246737291116,1.8738975524902344
35,2014-11-30,1.860974538405049,1.8733493089675903
36,2014-12-31,1.8900953700999743,1.8678460121154785
37,2015-01-31,1.8515994697410578,1.87717604637146
38,2015-05-31,1.8771723472292074,1.8738058805465698
39,2015-07-31,1.8825138326487263,1.870357871055603
40,2015-09-30,1.8341801852717516,1.8648896217346191
41,2015-11-30,1.8468787686068633,1.8659050464630127
42,2016-07-31,1.8050046961425494,1.8626612424850464
43,2016-09-30,1.8468787686068633,1.8629683256149292
44,2016-10-31,1.8293763329598756,1.8591139316558838
45,2016-11-30,1.8946168548181388,1.8533406257629395
46,2017-09-30,1.8547342685459378,1.8539167642593384
47,2017-11-30,1.843719208316994,1.85361909866333
48,2018-05-31,1.9169226123291199,1.8593041896820068
49,2018-08-31,1.8515994697410578,1.861196517944336
50,2018-09-30,1.9213246737291116,1.866026520729065
51,2018-10-31,1.8099267733471702,1.8636258840560913
52,2018-11-30,1.8633046365463097,1.865778923034668
53,2019-09-30,1.8325814639083102,1.869310975074768
