,data_coleta,observado,previsao
0,2006-11-30,4.605170185998092,4.526266574859619
1,2006-12-31,4.605170185998092,4.558454990386963
2,2007-07-31,4.605170185998092,4.558454990386963
3,2007-08-31,4.605170185998092,4.558454990386963
4,2007-09-30,4.605170185998092,4.558454990386963
5,2007-11-30,4.605170185998092,4.558454990386963
6,2008-03-31,4.605170185998092,4.558454990386963
7,2008-04-30,4.852030263927429,4.558454990386963
8,2008-07-31,4.605170185998092,4.561340808868408
9,2008-08-31,4.605170185998092,4.565578937530518
10,2008-11-30,4.605170185998092,4.570209980010986
11,2009-07-31,4.605170185998092,4.5746331214904785
12,2009-08-31,4.605170185998092,4.578494548797607
13,2009-09-30,4.78749174279038,4.558454990386963
14,2009-10-31,4.605170185998092,4.560592174530029
15,2009-11-30,4.605170185998092,4.563731670379639
16,2010-03-31,4.605170185998092,4.567163944244385
17,2010-05-31,4.605170185998092,4.570443630218506
18,2010-07-31,4.6347289882393445,4.573306083679199
19,2010-09-30,4.605170185998092,4.558803558349609
20,2010-11-30,4.605170185998092,4.5593156814575195
21,2011-03-31,4.605170185998092,4.559876918792725
22,2011-05-31,4.605170185998092,4.560413360595703
23,2011-06-30,4.78749174279038,4.5608811378479
24,2011-07-31,4.605170185998092,4.560592174530029
25,2011-08-31,4.605170185998092,4.563731670379639
26,2011-11-30,4.605170185998092,4.567163944244385
27,2012-01-31,4.804021044741454,4.570443630218506
28,2012-05-31,4.605170185998092,4.575619697570801
29,2012-07-31,4.605170185998092,4.564206123352051
30,2012-09-30,4.605170185998092,4.567945957183838
31,2013-04-30,4.605170185998092,4.571519374847412
32,2013-05-31,4.605170185998092,4.574638843536377
33,2013-06-30,4.820281565613102,4.558454990386963
34,2013-09-30,4.605170185998092,4.560973167419434
35,2013-10-31,4.605170185998092,4.564671516418457
36,2013-11-30,4.605170185998092,4.568714141845703
37,2014-01-31,4.605170185998092,4.57257604598999
38,2014-05-31,4.605170185998092,4.575946807861328
39,2014-07-31,4.605170185998092,4.558454990386963
40,2014-09-30,4.605170185998092,4.558454990386963
41,2014-11-30,4.605170185998092,4.558454990386963
42,2014-12-31,4.605170185998092,4.558454990386963
43,2015-01-31,4.605170185998092,4.558454990386963
44,2015-05-31,4.779123493119933,4.558454990386963
45,2015-07-31,4.605170185998092,4.560494422912598
46,2015-09-30,4.605170185998092,4.563491344451904
47,2015-11-30,4.605170185998092,4.566767692565918
48,2016-01-31,4.605170185998092,4.5698981285095215
49,2016-07-31,4.605170185998092,4.572630405426025
50,2016-09-30,4.605170185998092,4.558454990386963
51,2016-10-31,4.605170185998092,4.558454990386963
52,2016-11-30,4.718498871304023,4.558454990386963
53,2017-07-31,4.605170185998092,4.559786796569824
54,2017-09-30,4.605170185998092,4.561744689941406
55,2017-11-30,4.605170185998092,4.563885688781738
56,2018-05-31,4.605170185998092,4.565932750701904
57,2018-08-31,4.605170185998092,4.567718982696533
58,2018-09-30,4.605170185998092,4.558454990386963
59,2018-10-31,4.605170185998092,4.558454990386963
60,2018-11-30,4.691347882238318,4.558454990386963
61,2019-09-30,4.605170185998092,4.559468746185303
