,parametro,mape_treino,rmse_treino,std_rmse_treino,r_quad_treino,mape_teste,rmse_teste,std_rmse_teste,r_quad_teste,TECNICA
0,ph,1.6865555555555554,0.015777777777777783,0.0024241582476968253,0.3303333333333333,1.9970000000000003,0.02,0.0,0.05255555555555557,MLP (TODAS VAR.)
0,ph,1.4516666666666669,0.019444444444444445,0.0009938079899999065,0.4441111111111111,2.0242222222222224,0.02,0.0,0.15000000000000002,LSTM (UNIVARIADA)
0,ph,1.644555555555555,0.01788888888888889,0.002060804110110157,0.3555555555555556,2.0394444444444444,0.02,0.0,0.08122222222222222,LSTM (TODAS VAR.)
0,ph,1.0486666666666666,0.01,0.0,0.4913333333333332,2.3826666666666663,0.02,0.0,0.2026666666666667,RL (UNIVARIADA)
0,ph,1.4111088888888892,0.015808888888888886,0.0003747525932836748,0.3872422222222222,1.972,0.021201111111111115,0.0005025662538473639,0.11314777777777778,MLP (UNIVARIADA)
0,ph,1.3192233333333332,0.014908888888888888,0.0006543265315395239,0.3585555555555555,1.9780688888888893,0.02122888888888889,0.00035467599542172984,0.08955555555555557,MLP (VAR. SELEC.)
0,ph,1.4251955555555558,0.015841111111111108,0.000637235541854399,0.4086666666666667,2.0333122222222224,0.021771111111111116,0.0003673965798882463,0.12866666666666668,LSTM (VAR. SELEC.)
0,ph,1.0052733333333332,0.011746666666666666,0.0005149325737954007,0.5326799999999999,2.2642200000000003,0.023293333333333333,0.0007724132457578793,0.16900666666666664,RL (VAR. SELEC.)
0,ph,0.3949266666666667,0.0047466666666666655,0.00010873004286866718,0.9426666666666664,2.3229666666666664,0.023566666666666663,0.00039609202073367846,0.212,RF (VAR. SELEC.)
0,ph,2.028893333333333,0.0047,8.164965809277254e-05,0.9446666666666664,2.3555466666666667,0.0237,0.0002921186973360887,0.19400000000000006,RF (TODAS VAR.)
0,ph,1.9793466666666668,0.010953333333333334,0.000757070376884181,0.5913333333333333,2.419126666666666,0.02421333333333333,0.0011876400502209786,0.14733333333333334,RL (TODAS VAR.)
0,ph,0.4380200000000001,0.005206666666666666,0.0010914618128404169,0.9213666666666666,2.4865866666666667,0.02516,0.0003220765954448309,0.15213333333333331,RF (UNIVARIADA)
