,parametro,mape_treino,rmse_treino,std_rmse_treino,r_quad_treino,mape_teste,rmse_teste,std_rmse_teste,r_quad_teste,TECNICA
2,dbo,19.43042777777778,0.2627955555555556,0.00870836223635112,0.2552277777777778,11.722967777777775,0.20922,0.0028633908932256197,0.05709444444444445,MLP (UNIVARIADA)
2,dbo,19.534000000000002,0.26366666666666666,0.008781293248213001,0.245,11.944444444444445,0.21022222222222225,0.004030746032714906,0.05633333333333334,LSTM (UNIVARIADA)
2,dbo,23.16377777777778,0.25833333333333336,0.006176418715416587,0.2484444444444445,12.56322222222222,0.2121111111111111,0.003871389197818745,0.04611111111111112,LSTM (TODAS VAR.)
2,dbo,19.202646666666666,0.2604088888888889,0.007736976791780052,0.2491111111111111,12.009263333333333,0.2130177777777778,0.003470785302677755,0.03555555555555555,MLP (VAR. SELEC.)
2,dbo,18.922905555555555,0.25733555555555554,0.004850929146075709,0.2506666666666667,12.128084444444443,0.2142777777777778,0.0034066692034490837,0.05411111111111111,LSTM (VAR. SELEC.)
2,dbo,23.00066666666667,0.2635555555555556,0.009562013321755632,0.22266666666666668,12.779000000000002,0.21733333333333327,0.003377485367460147,0.029333333333333333,MLP (TODAS VAR.)
2,dbo,6.057993333333332,0.08845333333333334,0.0014979393252806414,0.941333333333333,13.9126,0.2381466666666667,0.008121401083283325,0.10733333333333336,RF (VAR. SELEC.)
2,dbo,26.06074,0.08833333333333335,0.0015058404814440186,0.9399999999999996,15.055413333333336,0.24099333333333334,0.00550084437962836,0.10200000000000004,RF (TODAS VAR.)
2,dbo,16.28,0.23,0.0,0.3526666666666667,13.521333333333335,0.2433333333333333,0.004714045207910321,0.09666666666666668,RL (UNIVARIADA)
2,dbo,6.437053333333334,0.09456666666666666,0.011275676870542577,0.9213999999999998,13.938986666666667,0.2498666666666667,0.015140703051341072,0.08510000000000001,RF (UNIVARIADA)
2,dbo,15.352226666666667,0.22108000000000003,0.0071650261688286955,0.4084533333333333,14.757593333333334,0.2600066666666667,0.012834509037054059,0.06038666666666667,RL (VAR. SELEC.)
2,dbo,25.16562,0.2094533333333333,0.012291453218485692,0.468,17.202186666666666,0.2850333333333334,0.03408232516846362,0.043333333333333335,RL (TODAS VAR.)
