periodode;periodoate;cod_interaguas;tipo_rede;UGRHI;codigo_ponto;status_ponto;data_coleta;hora_coleta;parametro;sinal;valor;unidade;tipo_parametro;sistema_hidrico;tipo_sistema_hidrico;classe;municipio;uf;inicio_operacao;fim_operacao;Latitude;Longitude;Altitude;Localizacao;Captacao;Lat;Long
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;13/05/1999;15:00;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;22/07/1999;09:40;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;16/09/1999;11:40;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;18/11/1999;10:25;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;27/01/2000;09:20;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;09/03/2000;09:55;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;30/05/2000;10:25;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;13/07/2000;09:50;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;26/09/2000;10:05;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;28/11/2000;10:55;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;16/01/2001;10:20;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;21/03/2001;09:30;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;02/05/2001;11:30;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;11/07/2001;10:10;pH;;6.8;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;13/09/2001;10:55;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;27/11/2001;10:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;03/01/2002;10:00;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;20/03/2002;10:30;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;16/05/2002;09:30;pH;;6.9;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;17/07/2002;09:15;pH;;6.8;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;26/09/2002;10:20;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;21/11/2002;10:00;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;15/01/2003;10:30;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;25/03/2003;10:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;05/06/2003;10:30;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;03/07/2003;09:40;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;11/09/2003;14:20;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;06/11/2003;10:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;14/01/2004;09:33;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;11/03/2004;13:20;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;25/05/2004;10:50;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;05/08/2004;11:00;pH;;6.8;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;09/09/2004;10:55;pH;;6.9;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;29/11/2004;10:30;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;12/01/2005;10:25;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;02/03/2005;11:35;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;03/05/2005;11:15;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;27/07/2005;12:40;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;08/09/2005;09:20;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;30/11/2005;10:30;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;11/01/2006;10:40;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;16/03/2006;10:35;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;02/05/2006;09:50;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;06/07/2006;11:10;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;13/09/2006;10:00;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;08/11/2006;10:50;pH;;6.6;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;17/01/2007;11:00;pH;;6.9;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;22/03/2007;10:35;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;23/05/2007;11:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;25/07/2007;11:30;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;13/09/2007;13:30;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;21/11/2007;14:10;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;16/01/2008;11:40;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;12/03/2008;12:25;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;29/05/2008;14:00;pH;;6.9;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;23/07/2008;11:25;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;11/09/2008;13:25;pH;;6.9;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;26/11/2008;10:31;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;21/01/2009;14:20;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;19/03/2009;14:10;pH;;7.2;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;07/05/2009;16:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;23/07/2009;13:30;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;09/09/2009;13:11;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;25/11/2009;10:55;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;07/01/2010;13:00;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;18/03/2010;11:40;pH;;7.1;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
01/01/1974;28/12/2019;124;Rede Básica;06 - ALTO TIÊTE;TIES04900;Ativo;20/05/2010;15:00;pH;;7.00;U.pH;3- Químicos;Reservatório Edgard de Souza - TIES;Reservatório (Lêntico);Classe 4;SANTANA DO PARNAIBA;SP;01/01/1976;;23 27 16 ;46 54 36 ;716;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;N;-23454444;-46910000
