coliformes,dbo,fosforo,od,ph,solido,temp,turbidez
1.8,21.0,0.6,3.0,7.4,260.0,20.5,9.59
79000.0,15.0,0.25,1.3,7.7,235.0,22.0,20.0
11002.25,19.5,0.3,4.85,7.35,234.5,22.5,14.190000000000001
10678.666666666666,20.333333333333332,0.42733333333333334,2.9333333333333336,7.0,249.0,26.933333333333334,13.933333333333332
70000.0,14.0,0.7,5.6,7.144502,259.0,21.0,15.0
27005.0,16.5,0.81,4.9,7.45,348.0,28.15,57.15
7350.0,9.0,0.445,4.199999999999999,7.05,239.0,26.0,33.5
5400.666666666667,9.333333333333334,0.6749999999999999,2.9,6.766666666666666,354.6666666666667,21.066666666666666,10.063333333333334
161953.20926657083,13.333333333333334,1.3,3.733333333333333,7.466666666666668,240.0,25.933333333333334,13.666666666666666
16650.0,6.0,0.45599999999999996,4.55,6.7,286.0,20.0,18.25
3544.0,9.666666666666666,0.7693333333333333,1.7333333333333334,6.8999999999999995,191.0,24.900000000000002,9.456666666666667
83000.0,27.0,0.58,3.2,7.4,265.97407872696823,24.0,30.0
3400.0,13.0,0.486,2.75,6.95,296.0,19.0,31.086482412060302
10.0,18.0,0.4,3.1,7.2,156.0,24.3,6.42
161953.20926657083,12.0,0.69,5.0,7.3,218.0,21.0,20.0
7.0,4.0,0.7,2.1,7.2,180.0,28.2,10.8
5050.0,13.0,0.8525,4.4,6.95,201.0,21.0,45.0
18000.0,7.0,1.46,7.7,7.5,283.0,20.0,36.0
208.0,6.0,0.3,1.4,6.6,193.0,27.1,31.086482412060302
18008.0,14.5,0.59,4.050000000000001,7.15,203.0,24.4,41.575
6900.0,11.5,0.5700000000000001,3.55,7.0,336.0,23.5,37.5
2401.6666666666665,12.333333333333334,0.8806666666666668,3.633333333333333,7.033333333333334,216.33333333333334,25.233333333333334,26.245523976667243
161953.20926657083,14.0,1.36,3.9,7.0,289.0,25.0,27.0
17000.0,9.0,0.64,4.6,7.4,304.0,22.0,40.0
25500.0,17.0,0.878,3.5,7.1,209.0,21.5,53.5
6.0,14.961665470208187,0.8,1.4,7.1,182.0,18.9,7.2
5650.0,11.5,0.421,3.15,6.949999999999999,257.0,30.5,34.5
26000.0,10.0,0.295,5.1,6.8,340.0,25.0,25.0
20500.0,12.0,0.42450000000000004,2.65,6.6,265.97407872696823,26.0,10.75
33.0,14.040622711547691,0.5,0.5,7.2,217.0,22.6,9.15
61000.0,10.0,0.275,3.1,7.1,255.0,19.0,9.0
1.0,6.0,0.3,3.9,7.3,318.0,24.5,14.4
11250.0,15.5,0.7645,4.25,7.120260527331563,201.0,26.0,30.0
46000.0,6.0,0.39,5.0,7.1,294.0,23.316062488952294,8.0
10.0,11.0,0.08,1.6,6.8,179.0,27.0,8.59
37.0,7.0,0.08,2.0,6.8,178.0,29.5,23.7
92000.0,6.0,0.375,4.1,7.144502,267.0,23.0,9.0
2400.0,7.5,0.6575,3.95,6.85,265.97407872696823,25.0,32.5
161953.20926657083,7.0,0.8059999999999999,7.0,7.4,276.0,25.0,35.0
2771.0,17.0,0.3466666666666667,1.4666666666666668,6.8,244.0,21.8,11.396666666666667
18500.0,7.0,1.1765,2.85,6.9,276.5,23.0,29.0
24000.0,5.0,0.5770000000000001,6.8,7.5,214.0,28.0,9.5
1580.6666666666667,24.0,0.31233333333333335,4.266666666666667,7.133333333333333,260.0,23.3,55.74333333333333
14000.0,5.0,0.5770000000000001,5.6,7.6,233.0,25.0,10.0
6.0,6.0,0.364,4.3,7.4,263.0,22.5,11.3
62000.0,9.0,0.32899999999999996,7.0,7.1,203.0,22.0,31.086482412060302
20.0,13.0,0.191,0.8,7.2,229.0,24.1,10.2
15850.0,15.5,0.6825,3.9,7.120260527331563,250.76028138304878,21.0,34.0
13250.0,19.0,0.3215,2.9,7.120260527331563,280.5,23.5,7.5
40000.0,11.0,0.451,7.1,6.9,218.0,23.0,30.0
