valor_coliformes,valor_dbo,valor_fosforo,valor_od,valor_ph,valor_solido,valor_temperatura,valor_turbidez
3516666.6666666665,21.833333333333332,1.7783333333333333,0.30833333333333335,6.796666666666667,319.1666666666667,22.31833333333333,49.083333333333336
3107666.6666666665,22.666666666666668,1.1133333333333333,0.15666666666666668,6.766666666666667,334.6666666666667,21.12,31.0
857.0,2.5,0.006,7.1,6.5,65.5,21.25,2.125
81.0,2.5,0.042499999999999996,2.55,6.465,75.0,20.744999999999997,19.5
946028.8,36.2,0.641,1.666,6.5760000000000005,251.6,20.740000000000002,29.406
1161.5,2.5,0.037500000000000006,6.449999999999999,6.5649999999999995,366.0,21.195,3.0149999999999997
253.5,2.0,0.075,5.6,6.43,73.0,20.755000000000003,13.555
2300000.0,22.0,0.45399999999999996,0.0,6.2,241.0,20.0,33.0
2225753.449229885,16.0,0.9903333333333334,0.7333333333333334,6.56,314.3333333333333,22.97,55.333333333333336
1863716.6666666667,38.166666666666664,1.5266666666666666,0.8016666666666666,6.825,406.0,20.488333333333333,37.550000000000004
254.5,2.0,0.03,5.05,6.79,74.0,24.0,3.6550000000000002
2225753.449229885,21.0,1.1656,0.06599999999999999,6.766000000000001,214.94,21.34,28.6
230000.0,22.25574958771386,0.79,2.6,6.81,278.6302498110355,21.3,22.1
88.5,2.0,0.0325,5.5,6.36,89.5,22.064999999999998,5.9
3516.5,2.5,0.042499999999999996,4.15,6.43,70.5,23.84,5.205
86.0,2.0,0.0175,7.05,6.73,68.5,19.05,4.725
200070.5,14.25,0.96,3.15,6.9875,182.75,22.742500000000003,44.04
854.5,4.5,0.0375,7.35,6.49,69.0,20.75,4.1850000000000005
2133333.3333333335,18.666666666666668,0.7966666666666667,0.13333333333333333,7.04,230.33333333333334,22.929999999999996,16.833333333333332
1850000.0,22.25574958771386,0.8583333333333334,0.39999999999999997,7.039999999999999,404.3333333333333,20.2,12.9
143500.0,2.5,0.025,7.550000000000001,6.665,63.5,23.05,6.2250000000000005
861164.4,19.4,0.354,2.0540000000000003,6.553999999999999,204.4,23.52,28.119999999999997
2225753.449229885,23.8,0.5,1.56,6.742,251.8,21.52,29.8
3390000.0,37.666666666666664,0.6166666666666667,0.17,6.6066666666666665,257.0,21.0,16.666666666666668
150.0,2.0,0.030000000000000002,3.9499999999999997,6.32,65.5,20.95,10.75
1560040.0,31.0,0.33199999999999996,2.676,6.68,234.4,20.119999999999997,32.18
215.0,2.0,0.045,6.699999999999999,6.485,72.0,21.6,6.449999999999999
3766666.6666666665,18.666666666666668,0.84,0.09333333333333334,7.006666666666667,311.0,22.71666666666667,30.333333333333332
2133333.3333333335,27.666666666666668,0.9316666666666666,0.16666666666666666,6.786666666666666,278.6302498110355,22.236666666666668,70.66666666666667
2456666.6666666665,24.666666666666668,0.59,0.19999999999999998,7.003333333333334,358.6666666666667,21.276666666666667,32.77981265288946
2225753.449229885,37.333333333333336,1.0166666666666668,0.13999999999999999,6.846666666666667,408.3333333333333,20.186666666666667,23.333333333333332
665.0,1.55,0.09,2.6,6.721295835051191,70.0,22.384999999999998,17.7
371.0,2.3333333333333335,0.036666666666666674,5.533333333333332,6.046666666666667,77.66666666666667,20.099999999999998,4.883333333333334
2.0,1.0,0.11,3.2,6.2,32.0,21.586677769972543,1.8
86.0,2.0,0.0325,6.25,6.215,63.5,17.85,3.66
915.0,3.5,0.1,4.4,6.03,92.0,22.310000000000002,26.35
2225753.449229885,30.0,1.0199999999999998,0.20333333333333334,6.849999999999999,403.6666666666667,18.599999999999998,14.666666666666666
1157.0,2.0,0.1275,3.8499999999999996,6.029999999999999,68.5,22.95,3.35
2566666.6666666665,39.666666666666664,1.58,0.18000000000000002,6.733333333333334,393.0,21.0,33.333333333333336
4100000.0,24.0,0.4366666666666667,1.6900000000000002,7.19,375.0,22.2,23.233333333333334
3000000.0,22.0,1.28,0.0,6.4,386.0,21.65114,43.0
135.0,2.0,0.095,3.15,6.375,70.0,21.2,8.5
960.0,2.0,0.09999999999999999,4.85,6.02,60.5,21.005000000000003,3.6500000000000004
254.5,3.5,0.065,2.5,6.28,64.0,20.85,9.0
2225753.449229885,39.0,1.91,0.35000000000000003,6.836666666666667,372.6666666666667,19.69666666666667,55.166666666666664
500000.0,24.0,0.91,0.38,7.18,534.0,21.537794017425632,13.0
2225753.449229885,20.243003346757163,1.1266666666666667,1.7666666666666666,6.580000000000001,326.0,22.72,55.0
2225753.449229885,25.333333333333332,0.6333333333333333,0.33,6.68,514.6666666666666,20.599999999999998,32.77981265288946
1101.0,2.0,0.07750000000000001,2.9,6.140000000000001,64.5,21.55,11.25
956666.6666666666,15.666666666666666,1.0633333333333335,0.20333333333333334,6.849999999999999,342.6666666666667,22.666666666666668,45.666666666666664
158.5,2.0,0.0375,3.8,6.26,58.0,19.560000000000002,6.6
4015.0,3.5,0.042499999999999996,4.6,6.71,71.5,21.6,3.05
2225753.449229885,50.666666666666664,0.9899999999999999,0.6466666666666666,7.023333333333333,329.3333333333333,20.30666666666667,41.666666666666664
1152.0,2.0,0.08249999999999999,4.6,6.285,90.0,21.05,2.75
2233333.3333333335,31.0,0.8733333333333334,0.32666666666666666,7.003333333333334,330.6666666666667,21.900000000000002,23.0
105.0,2.0,0.04,3.15,6.140000000000001,73.5,22.8,20.2
4341000.0,51.666666666666664,1.55,0.20333333333333334,6.833333333333333,352.3333333333333,23.900000000000002,31.7
417.0,2.0,0.0725,3.4000000000000004,6.155,64.0,23.2,4.285
1166666.6666666667,45.0,1.5566666666666666,0.9366666666666666,7.216666666666666,578.6666666666666,20.8,32.77981265288946
2460005.6,17.2,0.44400000000000006,2.0460000000000003,6.664,308.2,21.18,50.6
66.0,2.0,0.035,7.25,6.35,94.0,21.586677769972543,4.0
4100000.0,51.666666666666664,0.7158056207890721,0.6333333333333333,6.753333333333333,369.3333333333333,20.8,42.666666666666664
251.0,2.0,0.035,7.65,6.53,73.0,18.7,3.5
3033333.3333333335,21.333333333333332,0.6583333333333333,1.2500000000000002,6.84,402.6666666666667,23.633333333333336,65.0
2300.0,3.0,0.1325,7.3,6.515000000000001,62.5,20.0,5.5
2225753.449229885,19.666666666666668,0.51,0.21,7.053333333333334,306.3333333333333,21.96666666666667,61.0
2225753.449229885,24.8,0.9381333333333334,1.9713333333333332,6.658666666666665,224.0,20.58,32.64666666666667
2532436.6,19.8,0.675,2.1755,6.625,240.75,20.85,27.24
170000.0,12.0,1.75,0.75,7.08,554.0,20.0,7.1
1100000.0,29.0,1.56,0.55,7.0,292.0,25.0,29.34944816859275
300000.0,41.0,0.8060246746375308,0.23,6.9,432.0,21.586677769972543,28.71506291436398
2225753.449229885,13.0,0.8060246746375308,0.94,6.9,350.0,18.0,5.2
1100000.0,41.0,1.84,0.25,7.0,558.0,24.0,18.0
800000.0,19.65903787236912,1.01,0.81,7.1,470.0,18.0,34.2
1300000.0,22.25574958771386,0.46,0.21,7.1,391.0,19.0,40.0
1700000.0,9.0,0.8060246746375308,1.63,7.0,428.0,22.0,5.3
2300000.0,23.0,1.61,2.24,7.3,420.0,25.0,32.77981265288946
700000.0,42.0,0.51,0.39,6.7,510.0,21.537794017425632,7.5
4150.0,2.5,0.0455,6.0,6.35,53.5,20.0,2.75
2225753.449229885,30.5,0.7272419875447049,0.3,7.050000000000001,295.0,24.5,36.095
3600000.0,27.0,1.4133333333333333,1.4833333333333334,6.900000000000001,348.0,23.0,35.36666666666667
2300000.0,30.0,1.0,2.24,7.1,424.0,20.0,8.0
2225753.449229885,43.666666666666664,0.8300000000000001,0.36999999999999994,6.8999999999999995,344.3333333333333,23.666666666666668,40.666666666666664
1360251.8,25.0,0.6900000000000001,2.18,6.68,206.2,20.4,29.34944816859275
1300000.0,17.0,1.12,2.2,6.96,264.0,20.89,54.5
35085.0,6.0,0.0385,5.3,6.300000000000001,45.5,21.0,14.0
2500000.0,39.333333333333336,1.7766666666666666,0.3333333333333333,7.033333333333334,315.3333333333333,21.666666666666668,68.66666666666667
2225753.449229885,12.6,0.3316,2.284,6.8,275.8,22.0,9.72
2746666.6666666665,40.0,0.79,0.3333333333333333,6.966666666666666,405.3333333333333,22.666666666666668,30.366666666666664
1565.0,1.5,0.038000000000000006,5.15,6.75,37.5,20.0,4.95
358.5,1.5,0.0755,6.1,6.65,46.5,18.5,7.75
466780.0,9.333333333333334,0.14466666666666667,2.736666666666667,6.446666666666666,125.33333333333333,21.393333333333334,12.066666666666668
12350.0,2.5,0.059000000000000004,7.1,6.300000000000001,61.0,20.0,4.25
170000.0,23.0,1.24,1.01,7.12,372.0,18.59,19.9
2225753.449229885,39.333333333333336,0.545,0.31,6.8999999999999995,523.6666666666666,21.666666666666668,14.233333333333334
2400000.0,30.0,0.92,0.4,6.7,373.0,18.0,11.0
5000000.0,22.25574958771386,1.03,0.53,6.48,436.0,20.3,12.2
1000439.0,4.333333333333333,1.3766666666666667,4.55,6.093333333333333,125.0,21.53333333333333,21.8
1500000.0,21.0,1.58,0.165,6.9,406.5,21.0,10.84
2225753.449229885,36.5,1.045,0.71,6.93,210.0,19.835,6.625
2503.5,2.5,0.082,4.45,6.5,67.0,23.0,5.8
5000000.0,11.0,0.8060246746375308,0.21,6.9,240.0,25.0,0.37
3350000.0,29.5,0.855,0.21000000000000002,6.9,471.0,19.5,20.4
4007.0,2.0,0.101,4.7,6.5,53.0,22.0,3.95
279333.3333333333,12.333333333333334,0.32,3.59,6.656666666666667,143.66666666666666,23.8,10.866666666666667
406500.0,54.0,0.8060246746375308,0.295,7.25,396.5,21.5,34.65
5000000.0,19.0,0.8060246746375308,0.68,6.8,380.0,25.0,29.0
2150000.0,43.0,2.0949999999999998,0.31,7.05,337.5,23.0,24.65
3050000.0,19.385173857171754,0.7272419875447049,0.345,7.05,385.5,22.5,29.8
2300000.0,8.0,0.97,0.21,6.9,349.0,21.0,7.0
44300.0,13.333333333333334,0.43333333333333335,3.3733333333333335,6.696666666666666,108.66666666666667,20.676666666666666,8.299999999999999
2000000.0,51.5,1.315,0.66,7.05,276.5,23.15,13.92
5000000.0,19.844524013551677,2.0,0.62,7.1,245.0,21.0,4.1
1000769.6666666666,7.333333333333333,0.14,2.36,6.463333333333334,206.33333333333334,22.433333333333334,17.1
1700000.0,37.0,0.42,1.51,7.3,260.0,24.0,19.0
466679.3333333333,5.666666666666667,0.16333333333333333,1.97,6.91,209.33333333333334,21.606666666666666,32.1
800000.0,49.0,0.8060246746375308,0.2,7.0,509.0,17.8,24.215
2650000.0,50.0,2.0549999999999997,0.15000000000000002,7.1,409.0,18.5,50.21
766934.0,3.0,0.21333333333333335,2.476666666666667,6.6499999999999995,224.33333333333334,21.400000000000002,16.7
1585000.0,47.5,0.7272419875447049,0.325,7.05,274.0,22.3,64.0
86.0,3.0,0.085,5.35,6.0,35.0,24.5,5.7
4632500.0,22.0,1.355,0.6900000000000001,6.9174999999999995,267.8715329419069,23.05,24.885
2225753.449229885,13.0,1.19,1.63,7.2,236.0,21.563681249570536,40.0
500000.0,10.0,0.42,0.67,6.8,423.0,19.0,31.0
1084450.0,20.333333333333332,0.7233333333333333,2.3583333333333334,6.691666666666666,287.5,21.883333333333336,30.183333333333334
500000.0,22.25574958771386,1.89,0.2,7.1,417.5,23.4,43.0
1750000.0,18.5,0.42200000000000004,0.6000000000000001,7.0,487.0,20.8,18.05
1225000.0,43.5,0.73875,0.6275,6.85,314.5,21.5,60.75
300143.3333333333,5.333333333333333,0.25333333333333335,3.9566666666666666,6.586666666666667,184.33333333333334,20.400000000000002,9.366666666666667
2225753.449229885,8.0,1.54,1.72,7.0,346.0,25.0,4.9
2225753.449229885,53.5,0.44000000000000006,1.37,6.949999999999999,336.0,25.5,23.5
2666693.3333333335,3.3333333333333335,0.13166666666666668,3.356666666666667,6.84,276.3333333333333,21.05666666666667,11.200000000000001
767671.0,2.0,0.19733333333333336,2.4833333333333334,6.64,164.0,22.166666666666668,52.46666666666667
2833333.3333333335,26.0,1.2566666666666668,0.7666666666666666,6.966666666666666,278.6302498110355,20.433333333333334,18.366666666666664
263.6666666666667,10.0,0.04766666666666667,3.4199999999999995,6.593333333333334,122.66666666666667,22.133333333333336,15.966666666666667
2225753.449229885,22.5,1.095,0.575,7.0,318.0,20.0,29.25
567669.0,5.333333333333333,0.545,4.3966666666666665,6.6499999999999995,113.66666666666667,21.599999999999998,16.666666666666668
2266666.6666666665,23.333333333333332,0.9933333333333335,0.6066666666666666,6.766666666666667,403.3333333333333,19.233333333333334,39.13333333333333
2225753.449229885,14.0,0.36,1.19,6.9,422.0,20.0,5.7
1432533.3333333333,32.166666666666664,0.7666666666666666,2.7699999999999996,6.621666666666667,210.33333333333334,23.066666666666666,14.516666666666666
135666.66666666666,9.666666666666666,0.11499999999999999,4.786666666666666,6.446666666666666,57.0,23.21666666666667,8.299999999999999
3900000.0,19.385173857171754,1.71,2.3,7.0,276.0,24.0,27.36
1960000.0,22.25574958771386,1.3900000000000001,0.45,6.55,279.0,24.5,62.25
3610000.0,29.666666666666668,0.4066666666666667,0.86,7.033333333333334,267.3333333333333,25.3,26.38
267680.0,9.0,0.21666666666666667,3.393333333333333,6.456666666666667,243.33333333333334,19.2,24.666666666666668
1800000.0,27.0,1.0,0.84,6.8,394.0,24.0,52.0
