periodode;periodoate;cod_interaguas;tipo_rede;UGRHI;codigo_ponto;status_ponto;data_coleta;hora_coleta;parametro;sinal;valor;unidade;tipo_parametro;sistema_hidrico;tipo_sistema_hidrico;classe;Municipio;uf;inicio_operacao;fim_operacao;Latitude;Longitude;Altitude;Localizacao;Captacao
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;15/01/2002;12:15;DBO (5, 20);;5.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;26/03/2002;14:20;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;28/05/2002;12:15;DBO (5, 20);;4.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;25/07/2002;14:40;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;17/09/2002;13:40;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;25/11/2002;12:00;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;14/01/2003;13:00;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;26/03/2003;13:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;15/05/2003;13:00;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;10/07/2003;12:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;16/09/2003;14:40;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;04/11/2003;13:00;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;13/01/2004;13:00;DBO (5, 20);;4.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;10/03/2004;13:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;13/05/2004;13:50;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;29/07/2004;12:47;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;16/09/2004;12:35;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;03/11/2004;13:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;11/01/2005;11:20;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;01/03/2005;12:15;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;12/05/2005;14:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;28/07/2005;13:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;13/09/2005;12:35;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;03/11/2005;13:35;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;10/01/2006;12:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/03/2006;12:16;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;11/05/2006;13:20;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;27/07/2006;12:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;12/09/2006;15:40;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;07/11/2006;14:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;09/01/2007;13:35;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/03/2007;12:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;09/05/2007;12:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;26/07/2007;10:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;11/09/2007;11:02;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;27/11/2007;14:20;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/01/2008;13:30;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;27/03/2008;12:50;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/05/2008;13:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;24/07/2008;14:25;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;04/09/2008;12:40;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;25/11/2008;15:00;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/01/2009;13:22;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;10/03/2009;12:55;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;07/05/2009;13:34;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;23/07/2009;14:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;09/09/2009;14:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;25/11/2009;14:00;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;07/01/2010;14:15;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;18/03/2010;13:30;DBO (5, 20);;4.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;20/05/2010;15:55;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;28/07/2010;16:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;09/09/2010;14:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;24/11/2010;14:10;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;06/01/2011;14:19;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;24/03/2011;13:50;DBO (5, 20);;19.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;18/05/2011;15:15;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;28/07/2011;14:15;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;08/09/2011;15:35;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;24/11/2011;18:22;DBO (5, 20);;4.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;26/01/2012;11:00;DBO (5, 20);;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;07/03/2012;11:33;DBO (5, 20);;5.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;23/05/2012;11:50;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;19/07/2012;13:50;DBO (5, 20);;7.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
01/01/1974;28/12/2019;110;Rede Básica;06 - ALTO TIÊTE;TIET02050;Ativo;26/09/2012;11:45;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 2;BIRITIBA MIRIM;SP;01/01/1977;;23 33 54 ;46 00 57 ;750;Ponte na SP-088 que liga Mogi das Cruzes a Salesópolis, junto à régua do SAISP, à 800 m da captação da SABESP;N
