periodode;periodoate;cod_interaguas;tipo_rede;UGRHI;codigo_ponto;status_ponto;data_coleta;hora_coleta;parametro;sinal;valor;unidade;tipo_parametro;sistema_hidrico;tipo_sistema_hidrico;classe;Municipio;uf;inicio_operacao;fim_operacao;Latitude;Longitude;Altitude;Localizacao;Captacao
01/01/1974;28/12/2019;116;Rede Básica;06 - ALTO TIÊTE;TIET04150;Ativo;13/09/2018;10:05;DBO (5, 20);;59.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;GUARULHOS;SP;01/01/1976;;23 28 36 ;46 29 59 ;700;Ponte na Rod. Ayrton Senna, a montante do Parque Ecológico, antes da saída 19 - Aeroporto Guarulhos.;N
01/01/1974;28/12/2019;116;Rede Básica;06 - ALTO TIÊTE;TIET04150;Ativo;29/11/2018;09:40;DBO (5, 20);;20.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;GUARULHOS;SP;01/01/1976;;23 28 36 ;46 29 59 ;700;Ponte na Rod. Ayrton Senna, a montante do Parque Ecológico, antes da saída 19 - Aeroporto Guarulhos.;N
01/01/1974;28/12/2019;116;Rede Básica;06 - ALTO TIÊTE;TIET04150;Ativo;09/01/2019;09:40;DBO (5, 20);;9.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;GUARULHOS;SP;01/01/1976;;23 28 36 ;46 29 59 ;700;Ponte na Rod. Ayrton Senna, a montante do Parque Ecológico, antes da saída 19 - Aeroporto Guarulhos.;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;21/03/2001;10:55;DBO (5, 20);;16.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;16/05/2001;11:15;DBO (5, 20);;34.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/07/2001;11:00;DBO (5, 20);;47.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;13/09/2001;10:25;DBO (5, 20);;47.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;27/11/2001;11:40;DBO (5, 20);;31.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;10/01/2002;11:00;DBO (5, 20);;14.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;20/03/2002;11:10;DBO (5, 20);;17.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;16/05/2002;11:40;DBO (5, 20);;37.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;18/07/2002;11:20;DBO (5, 20);;46.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;25/09/2002;11:20;DBO (5, 20);;28.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;21/11/2002;11:35;DBO (5, 20);;21.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;15/01/2003;11:20;DBO (5, 20);;19.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;25/03/2003;10:45;DBO (5, 20);;22.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/06/2003;11:35;DBO (5, 20);;42.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;03/07/2003;11:30;DBO (5, 20);;46.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/09/2003;11:05;DBO (5, 20);;33.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;06/11/2003;14:20;DBO (5, 20);;34.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;14/01/2004;10:00;DBO (5, 20);;24.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/03/2004;10:50;DBO (5, 20);;15.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;25/05/2004;11:50;DBO (5, 20);;20.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;04/08/2004;12:30;DBO (5, 20);;164.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;09/09/2004;11:25;DBO (5, 20);;68.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;29/11/2004;11:30;DBO (5, 20);;16.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;12/01/2005;11:25;DBO (5, 20);;12.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;02/03/2005;12:05;DBO (5, 20);;18.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;03/05/2005;12:13;DBO (5, 20);;25.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;27/07/2005;11:52;DBO (5, 20);;12.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;08/09/2005;10:55;DBO (5, 20);;48.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;21/11/2005;12:00;DBO (5, 20);;27.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/01/2006;11:35;DBO (5, 20);;16.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;16/03/2006;10:35;DBO (5, 20);;19.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;02/05/2006;11:50;DBO (5, 20);;27.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;26/07/2006;12:30;DBO (5, 20);;55.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;13/09/2006;11:55;DBO (5, 20);;60.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;23/11/2006;13:05;DBO (5, 20);;42.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;10/01/2007;14:55;DBO (5, 20);;13.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;14/03/2007;11:15;DBO (5, 20);<;3.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;23/05/2007;12:20;DBO (5, 20);;19.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;25/07/2007;11:45;DBO (5, 20);;12.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;13/09/2007;11:25;DBO (5, 20);;59.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;21/11/2007;13:40;DBO (5, 20);;25.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;09/01/2008;12:30;DBO (5, 20);;61.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;12/03/2008;11:46;DBO (5, 20);;24.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;29/05/2008;13:00;DBO (5, 20);;57.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;23/07/2008;10:20;DBO (5, 20);;80.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;11/09/2008;11:55;DBO (5, 20);;86.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;26/11/2008;15:45;DBO (5, 20);;25.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;22/01/2009;11:00;DBO (5, 20);;25.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;19/03/2009;11:30;DBO (5, 20);;16.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;07/05/2009;10:22;DBO (5, 20);;56.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;23/07/2009;10:35;DBO (5, 20);;120.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;09/09/2009;11:26;DBO (5, 20);;13.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;25/11/2009;11:20;DBO (5, 20);;20.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;07/01/2010;11:25;DBO (5, 20);;10.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;18/03/2010;10:15;DBO (5, 20);;24.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;20/05/2010;11:00;DBO (5, 20);;18.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;28/07/2010;11:40;DBO (5, 20);;47.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;09/09/2010;10:30;DBO (5, 20);;39.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;24/11/2010;10:48;DBO (5, 20);;52.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;06/01/2011;10:41;DBO (5, 20);;13.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;22/03/2011;10:20;DBO (5, 20);;76.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;18/05/2011;10:55;DBO (5, 20);;30.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;28/07/2011;11:00;DBO (5, 20);;66.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;08/09/2011;11:20;DBO (5, 20);;81.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;24/11/2011;12:50;DBO (5, 20);;27.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;26/01/2012;10:45;DBO (5, 20);;16.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;07/03/2012;10:25;DBO (5, 20);;53.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;23/05/2012;11:58;DBO (5, 20);;32.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;19/07/2012;12:00;DBO (5, 20);;24.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;26/09/2012;12:27;DBO (5, 20);;44.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;29/11/2012;16:10;DBO (5, 20);;29.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;10/01/2013;10:43;DBO (5, 20);;19.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;06/03/2013;12:30;DBO (5, 20);;60.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;28/05/2013;11:10;DBO (5, 20);;45.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;04/07/2013;10:45;DBO (5, 20);;30.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;26/09/2013;10:40;DBO (5, 20);;34.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;13/11/2013;10:10;DBO (5, 20);;60.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;16/01/2014;10:29;DBO (5, 20);;27.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
01/01/1974;28/12/2019;355;Rede Básica;06 - ALTO TIÊTE;TIET04170;Ativo;12/03/2014;11:00;DBO (5, 20);;24.00;mg/L;3- Químicos;Rio Tietê - TIET;Rio (Lótico);Classe 4;SÃO PAULO;SP;01/01/2001;;23 31 22 ;46 33 29 ;743;Ponte na Av. Aricanduva;N
