,solido,ph,coliformes,dbo,fosforo,od,temperatura,turbidez
0,2.2805594018160913,0.9081658755567835,3.54861459498041,0.7720771026714505,0.3185889747897608,0.5405380195641023,1.3577760846218248,1.4569982860896005
1,2.2862755384063274,0.9088039557419757,3.535570126559786,0.7617608341954742,0.3185889747897608,0.5365803601427517,1.3610717028184531,1.4612055885394666
2,2.2919174161590132,0.9088039557419757,3.522121689596827,0.7511935371459257,0.3185889747897608,0.5325863032353528,1.3643425006395002,1.4653725227848373
3,2.2974869397629045,0.9095919695551286,3.5082434616206224,0.7403626894942439,0.3185889747897608,0.5285551731479463,1.3675888491527628,1.4694998561188162
4,2.302985941552733,0.9095919695551286,3.4939070622466217,0.7292548082404865,0.3185889747897608,0.5244862751944659,1.3708111111664734,1.4735883341639673
5,2.308416185128146,0.9095919695551286,3.4790812037652787,0.7178553484963927,0.3185889747897608,0.52037889497824,1.3740096414726277,1.4776386816807612
6,2.3137793687491706,0.9095919695551286,3.463731279952726,0.7061485889631423,0.3185889747897608,0.5162322976391897,1.3771847870814182,1.4816516033386673
7,2.319077128524574,0.9106403981140654,3.447818879514224,0.6941175015416068,0.3185889747897608,0.5120457270647415,1.3803368874471573,1.4856277844519479
8,2.32431104140808,0.9106403981140654,3.4313012069505757,0.6817436023615081,0.3185889747897608,0.5078184050623346,1.3834662746860629,1.4895678916820732
9,2.3294826280161858,0.9106403981140654,3.414130388870916,0.6690067809585756,0.3185889747897608,0.5035495304912568,1.3865732737862528,1.4934725737085575
10,2.334593355280168,0.9110729871304046,3.3962526374372137,0.6558851036366705,0.3185889747897608,0.4992382783513883,1.3896582028102813,1.4973424618699085
11,2.33964463894385,0.9111571891529917,3.377607234108631,0.6423545861871354,0.4577100490828524,0.49488379882625894,1.3927213730905308,1.501178170776269
12,2.3446378459177795,0.9113685765211492,3.3581252852766488,0.6283889300503115,0.10311925354571388,0.49048521627764397,1.395763089417763,1.5049802988952419
13,2.280464546626918,0.9106403981140654,4.102124855734526,0.6020599913279624,0.11818202695909454,0.7906369619317034,1.3891660843645326,0.8061799739838872
14,2.1975562131535367,0.9088039557419757,4.50107296214305,0.5797835966168101,0.1525329484345258,0.6174197467371766,1.334453751150931,1.8155777483242672
15,2.417098013208282,0.9095919695551286,4.62325963061961,0.8750612633917001,0.06088662300466224,0.6424645202421213,1.4065401804339552,1.7032913781186614
16,2.249931756634195,0.9081658755567835,4.239324509787797,0.9138138523837167,0.16280329238267433,0.5187770689267748,1.390935107103379,1.5768018958289125
17,2.2554534234487273,0.9090438210635811,4.197480425460875,0.87069645798925,0.15399007063131764,0.534882421447405,1.382917135087531,1.7151464375718621
18,2.2609057676498003,0.9086194173796481,4.151170586889111,0.8228216453031046,0.1449942893595094,0.5504118190080738,1.374748346010104,1.8199056968971499
19,2.266290508320006,0.9079459741975624,4.099326640080534,0.7690078709437739,0.13580822512258892,0.5654050375151257,1.3664229572259727,1.5488373253837302
20,2.271609301378832,0.9064303328374662,4.040444098362676,0.7075701760979364,0.12642365373733844,0.5798978696031037,1.3579348470004537,1.6417977478180987
21,2.276863742639605,0.9064303328374662,3.972307001002307,0.6359861118008331,0.11683180603782445,0.5939226393603958,1.3492775274679554,1.6417977478180987
22,2.2820553706837066,0.9064303328374662,3.891453824238682,0.5502283530550941,0.10702331863399937,0.6075086365079782,1.3404441148401183,1.6417977478180987
23,2.2871856695650172,0.9064303328374662,3.7920237843502926,0.4432629874586951,0.09698817898007252,0.6206824846986385,1.331427296520743,1.6417977478180987
24,2.292256071356476,0.9064303328374662,3.6628522332647964,0.3010299956639812,0.0867156639448825,0.6334684555795865,1.3222192947339193,1.6417977478180987
25,2.289520349038481,0.9095919695551286,4.974815546499796,0.7056005832350318,0.08068197717702762,0.5865873046717549,1.377418341527436,1.322537342702658
26,2.329058719264225,0.9095919695551286,3.0090257420869104,0.9378520932511556,0.15391644181707798,0.36046718351584883,1.3921104650113139,1.7609248484091329
27,2.2779910116754087,0.90931418723915,4.3222399749311515,0.8239087409443188,0.047015121872906115,0.5767251721325901,1.4259687322722812,1.2937307569224819
28,2.442380661995822,0.9106403981140654,4.369234416606825,0.7403626894942439,0.2261271218165188,0.4892551683692605,1.4093694704528195,1.70372115992702
29,2.415975063942752,0.9064303328374662,3.653309012938479,0.3010299956639812,0.038222638368718455,0.505149978319906,1.414973347970818,1.3222192947339193
30,2.292256071356476,0.9064303328374662,4.799347442962076,0.6532125137753437,0.08707120590653541,0.5916210382133191,1.3521825181113625,1.6766936096248666
31,2.2405492482825995,0.9111571891529917,4.897632588654153,0.6989700043360189,0.0354297381845483,0.8920946026904804,1.3424226808222062,1.2787536009528289
32,2.2489536154957075,0.9088039557419757,4.831876170322975,0.6627578316815741,0.034267397038025574,0.8704039052790271,1.3521825181113625,1.2911467617318857
33,2.2571984261393445,0.9086194173796481,4.754355981673324,0.6232492903979004,0.03310193666384781,0.8475726591421122,1.3617278360175928,1.3031960574204888
34,2.26528962586083,0.9064303328374662,4.659925703127408,0.5797835966168101,0.031933340275605474,0.8234742291703011,1.3710678622717363,1.31492005599242
