,ph,coliformes,dbo,fosforo,od,solido,temperatura,turbidez
0,0.8701260457161879,6.17377207492728,1.3208149459535403,0.23684030281453436,0.35964257688132556,2.4658363701224713,1.349063398615847,1.8018337563741127
1,0.8694700711800489,6.202976815531827,1.302177891343595,0.23167685663561216,0.37314203278274655,2.4651022646700933,1.3497480307605814,1.80412283229296
2,0.8688131043365691,6.230340778321212,1.2827050571290612,0.22645128141943774,0.3862344954309117,2.4643669162283346,1.350431585333416,1.80639990620103
3,0.8681551421790288,6.25608231718691,1.2623179482784648,0.2211620638058831,0.3989437890713172,2.463630320580789,1.3511140657210938,1.808665103299288
4,0.8674961816870213,6.280383099898154,1.240926464361034,0.21580763445796053,0.41129170539174037,2.4628924734895583,1.3517954752944172,1.8109185468397786
5,0.8668362198263709,6.303395892360619,1.2184264926219697,0.21038636526666013,0.4232982283525164,2.46215337069511,1.3524758174083464,1.8131603581658664
6,0.8661752535490483,6.32525038183439,1.1946968427856701,0.20489656637911124,0.4349817287646731,2.4614130079161263,1.3531550954020997,1.8153906567514444
7,0.8655132797930865,6.346057603621028,1.1695952949851265,0.1993364830364962,0.44635913337289534,2.4606713808493557,1.3538333125992505,1.8176095602391409
8,0.8648502954824947,6.365913354792871,1.142953433875809,0.19370429220691057,0.45744607234986034,2.4599284851694643,1.3545104723078265,1.8198171844775537
9,0.8641862975271744,6.384900860987798,1.1145697921213351,0.1879980989970043,0.46825700842748696,2.4591843165288827,1.3551865778204053,1.822013643557545
10,0.8635212828228312,6.4030928841923185,1.0842005925153477,0.18221593282472942,0.4788053503420289,2.458438870557656,1.3558616324142105,1.8241990498476213
11,0.8628552482508889,6.420553406488734,1.0515470029738987,0.1763557433338534,0.4891035528254448,2.457692142863286,1.356535639351208,1.8263735140284292
12,0.8621881906784008,6.437338988186305,1.0162371988706855,0.17041539602904035,0.4991632050133799,2.4569441290305796,1.3572086018781997,1.8285371451263899
13,0.8541273565560571,6.309834738752911,1.2932975454332907,0.14805799379004955,0.5484255506244655,2.260492283978513,1.3282596491548917,1.7777252626281523
14,0.8590524768255423,6.566911860002427,1.021189299069938,0.20120197963871234,0.5652573434202137,2.447379553653527,1.3192548157701802,1.6607299938405793
15,0.8486289089093901,6.211054296949307,1.29162252714215,0.29212943642864975,0.37238590419964945,2.540686918829079,1.3452336581560347,1.5554751062851173
16,0.8750612633917001,5.690196966342878,1.335792101923193,0.2653289196389074,0.36921585741014284,2.478806902177288,1.3617278360175928,1.5133064834347603
17,0.8927750565456456,6.186394325866193,0.8129133566428556,0.17121435700949142,0.5622928644564746,2.3227360044699497,1.3569814009931311,1.2068258760318498
18,0.8927750565456456,6.062209007684098,0.730378468587643,0.13836191610359158,0.6568166380441689,2.2484330805730006,1.3581728818005498,1.1164416975393119
19,0.8927750565456456,5.887620675668334,0.6283889300503115,0.10281945950261517,0.47467184658738903,2.1587393203027556,1.359361102738486,1.0021660617565078
20,0.8431548847282547,5.591068504523592,0.49485002168009407,0.06410685500870421,0.48164100504786855,2.0455674451493766,1.3605460815961645,0.8466463285771175
21,0.8512583487190752,3.9031442704095385,0.3010299956639812,0.02160271602824219,0.48164100504786855,1.8920946026904804,1.3617278360175928,0.6020599913279624
22,0.8595052268682559,5.580421521711033,0.5740312677277188,0.02705499413522021,0.48164100504786855,1.9981866592365316,1.3564508029040356,0.990363524302897
23,0.8675984177611294,5.876861970425358,0.7403626894942439,0.032439670340180714,0.48164100504786855,2.0833831604753943,1.351108860007299,1.1920406037202622
24,0.8755435449314382,6.051412538734436,0.8603380065709937,0.037758400503130965,0.6857417386022637,2.1545761169178856,1.3457003905834422,1.329228332420805
25,0.8747205066210577,5.935222714778292,1.2867469765717003,0.15965564244716068,0.4741305283180253,2.4758420358804893,1.3412599104304137,1.8291144965229937
26,0.8827142276202256,6.518514071482256,1.568201724066995,0.24927990738325995,0.3862016054007935,2.406540180433955,1.3741370939994129,1.5254855585504665
27,0.869964706372319,6.1375273604889555,1.105510184769974,0.23796764689483563,0.6238950815680522,2.3869446243705745,1.3581728818005498,1.4834089785587095
28,0.8944743044358351,6.183744507756481,1.4173530497161726,0.3109965906251708,0.21104422204479553,2.432969290874406,1.353559046940166,1.7822678165784758
29,0.8466463285771175,6.362143301677991,1.295567099962479,0.24179543129519873,0.3891660843645325,2.2168254232660476,1.3222192947339193,1.423245873936808
30,0.8603380065709937,6.342422878228744,0.8129133566428556,0.1598678470925666,0.13193929521042452,2.3170181010481117,1.380211241711606,1.7481880270062005
31,0.8466463285771175,6.000038071480804,1.1613680022349748,0.2933072974453994,0.5108799847561177,2.3258234190027447,1.3374592612906562,1.7671558660821804
32,0.8492146062090891,6.209972218736413,1.100370545117563,0.25287190121780734,0.5380428284709216,2.283954189939689,1.3375701780277942,1.7108880075315978
33,0.8517677851198983,6.3508922048273355,1.0293837776852097,0.20828157213387766,0.5636063192361205,2.237613545816968,1.3376810664445598,1.6462294070267487
34,0.8543060418010806,6.457116096969095,0.9444826721501687,0.15858360428446674,0.587748370340144,2.1857309785451338,1.3377919265554115,1.5702315060342718
35,0.8568295496675847,6.542397445070545,0.8388490907372553,0.10245466901292985,0.6106187659457402,2.1267985956607784,1.3379027583747964,1.4780531830046881
36,0.8593384791288671,6.613649581425328,0.6989700043360189,0.03797952804451887,0.6323447952324301,2.0585947152658473,1.3380135619171512,1.360887807744277
37,0.8765065042658811,6.362143301677991,1.1972805581256194,0.18775566511154826,0.4146948648051981,2.356503891894005,1.3617278360175928,1.5423066185330054
38,0.893484346218486,5.995095830168004,1.1995723549052042,0.1647245241698965,0.44664070610903783,2.3844131561393755,1.335792101923193,1.4743376941013446
39,0.8603380065709937,5.954332495583722,1.0791812460476249,0.2580782937026509,0.3999620019309882,2.3956175727530065,1.3617278360175928,1.5554751062851173
