"CÓDIGO HIDRO    SR HIDROGRAFICA   MUNICÍPIO              CORPO DÁGUA                LATITUDE LONGITUDE PERÍODO       INFLUÊNCIA DE MARÉ   ANO          DATA DA COLETA HORA DA COLETA TEMPERATURA DO AR (°C)    CONDUTIVIDADE (SpCond a 25 °C)     pH          OXIGENIO DISSOLVIDO (mg/L)     OXIGENIO DISSOLVIDO (%)    TURBIDEZ (NTU) TEMPERATURA DA ÁGUA (°C)    PROFUNDIDADE (m)"
"31640000   GUAMA             BUJARU                 RIO BUJARU                  -1,71557     -47,97973    CHUVOSO   NÃO   2018   07/02/18   16:20    24,9         31    5,32     31       25    20,81   25,73    0,72"
"31638000   GUAMA             CONCORDIA DO PARÁ      IGARAPE DA VILA CAPOEIRA    -1,86816     -48,02845    CHUVOSO   NÃO   2018   07/02/18   17:23    25,3      20,19    5,11   5,26     64,6    46,68    25,7    0,38"
"32545000   GURUPI            PARAGOMINAS            RIO PRAINHA                 -2,99648     -47,34722    CHUVOSO   NÃO   2018   20/02/18    8:20   27,71         45     5,7   1,25     15,8   232,13   27,47    0,93"
"32550001   GURUPI            PARAGOMINAS            RIO URAIM                     -2,9287     -47,0528    CHUVOSO   NÃO   2018   20/02/18   11:28   28,68       34,3    5,29   3,03     37,3    37,58   25,98    0,52"
"31690000   CAPIM             IPIXUNA DO PARA        IG. CARATAUAÇU                -2,9996     -48,1909    CHUVOSO   NÃO   2018   21/02/18   11:55   27,23       24,5    4,43   4,74     57,4     4,62   25,05    0,45"
"31678000   CAPIM             IPIXUNA DO PARA        RIO CAPIM                     -3,1606     -48,0975    CHUVOSO   NÃO   2018   21/02/18   12:56   26,46       26,8     5,6    5,7     72,4    40,55   27,73    0,78"
"31034000   ACARA             TOMÉ-AÇU               RIO ACARA MIRIM                -2,423     -48,1467    CHUVOSO   NÃO   2018   22/02/18   14:36    27,5       19,1    5,14   5,58     69,3       21   26,49    0,47"
"32549000   GURUPI            PARAGOMINAS            IG. MARITACA                  -2,7767     -47,1684    CHUVOSO   NÃO   2018   22/02/18   10:28   28,39       26,5    4,96   3,92     48,4   123,81   26,04    1,11"
"32100000   GUAMA             BENEVIDES              RIO BENFICA                   -1,3132       -48,304   CHUVOSO   SIM   2018   23/02/18   10:47    26,5       45,1    6,19   6,47     80,1    20,25    26,2    0,32"
"31645001   GUAMA             BELÉM                  RIO GUAMÁ                     -1,4552     -48,4017    CHUVOSO   SIM   2018   23/02/18   12:13    27,3       30,2    5,98   5,43     70,1    37,42    28,6   1,053"
"31025500   ACARA             TAILANDIA              RIO ACARÁ                     -2,9455     -48,6403    CHUVOSO   NÃO   2018   02/03/18   15:18    31,9       20,3    4,93   5,12     64,2     6,64    26,9    0,68"
"31530000   GUAMA             OURÉM                  RIO GUAMÁ                   -1,55183     -47,11294    CHUVOSO   NÃO   2018   13/03/18    9:17   28,71       24,3    5,73   6,42     81,2     17,1   27,38    0,73"
"31409000   GUAMA             CAPITÃO POÇO           RIO GUAMÁ                      -1,859    -47,05096    CHUVOSO   NÃO   2018   13/03/18   10:50   30,43       22,6    5,37   5,18     64,8    15,28   26,82    0,95"
"32450003   COSTA ATLANTICA   VISEU                  RIO PIRIÁ                   -1,73615      -46,5919    CHUVOSO   NÃO   2018   14/03/18   10:20   26,15       38,3    6,27   6,52     81,5    25,78   26,76    0,24"
"32620001   GURUPI            CACHOEIRA DO PIRIA     RIO GURUPI                  -1,80003     -46,31499    CHUVOSO   NÃO   2018   14/03/18   11:11   31,92       47,1    5,99   6,25     79,6    38,07   27,87    0,32"
"32400001   COSTA ATLANTICA   VISEU                  RIO PIRIÁ                   -1,80199     -46,69789    CHUVOSO   NÃO   2018   15/03/18   10:36   27,84       37,2    6,29   6,81    85,22    18,33   26,86    0,93"
"31626000   CAPIM             GOIANÉSIA DO PARÁ      RIO CAPIM                     -3,6728     -48,8444    CHUVOSO   NÃO   2018   20/03/18   15:39    30,1       29,4    5,59   5,64       72    39,31   27,68    0,34"
"29840000   TOCANTINS         MOCAJUBA               RIO TOCANTINS                 -2,5801     -49,5105    CHUVOSO   SIM   2018   22/03/18   16:00    26,6         46    6,79   7,84    102,6     9,41    29,3    1,33"
"31625000   CAPIM             GOIANÉSIA DO PARÁ      RIO VERDE                     -3,8167     -49,0938    CHUVOSO   NÃO   2018   22/03/18    8:50    25,5       25,2    5,85   4,31     54,6     8,34    27,4    0,51"
"31026000   ACARA             TAILANDIA              RIO ACARÁ                     -2,4152     -48,6899    CHUVOSO   NÃO   2018   21/04/18   10:17    30,3       20,5     5,1    5,2     65,9    14,87    27,5    0,66"
"32100000   GUAMA             BENEVIDES              RIO BENFICA                   -1,3132       -48,304   CHUVOSO   SIM   2018   09/05/18   11:30   29,71      63,21    6,28   6,57    82,93    11,97   27,36    0,81"
"31645001   GUAMA             BELÉM                  RIO GUAMÁ                     -1,4552     -48,4017    CHUVOSO   SIM   2018   09/05/18   13:57   33,12      24,97    5,67   4,73    61,55    20,87   29,08    0,93"
"31647000   GUAMA             BELÉM                  FURO DO MAGUARI                -1,262     -48,4276    CHUVOSO   SIM   2018   11/05/18   15:30    27,3       56,2    6,23   4,23     54,6    28,95    28,5      1,3"
"31646000   GUAMA             BELÉM                  FURO DO MAGUARI               -1,2758       -48,445   CHUVOSO   SIM   2018   11/05/18   15:49    27,2       28,7    6,03   5,16     66,9    24,55    28,8    1,27"
"31018000   MOJU              BREU BRANCO            RIO MOJUZINHO               -3,85485     -49,39069    CHUVOSO   NÃO   2018   15/05/18   12:16   28,36       18,3    5,76    5,8     72,3    38,25   26,62    1,38"
"29691000   TOCANTINS         BREU BRANCO            RIO TOCANTINS               -3,77783      -49,6447    CHUVOSO   NÃO   2018   15/05/18    9:38    26,5         38    6,91   9,23    119,7     7,71   28,87    1,55"
"29745000   TOCANTINS         BAIÃO                  RIO TOCANTINS               -3,44809     -49,60632    CHUVOSO   NÃO   2018   16/05/18   11:02   28,36       37,6    6,74   6,94       90     4,43   28,83    0,58"
"31017000   MOJU              GOIANÉSIA DO PARÁ      IGARAPÉ ÁGUA BRANCA         -4,05403     -49,41594    CHUVOSO   NÃO   2018   17/05/18   10:37   25,84       12,1    5,55   6,17     75,8     1,38   25,86    0,85"
"31021000   MOJU              BREU BRANCO            RIO MOJU                    -3,43674     -49,17225    CHUVOSO   NÃO   2018   17/05/18   15:45   30,52       16,4    5,79   6,05     76,1    27,53    27,1    0,73"
"31409000   GUAMA             CAPITÃO POÇO           RIO GUAMÁ                      -1,859    -47,05096    SECO      NÃO   2018   12/07/18   10:41    29,1       20,7    5,65   6,11     75,1    12,59   25,85    0,69"
"31530000   GUAMA             OURÉM                  RIO GUAMÁ                   -1,55183     -47,11294    SECO      NÃO   2018   12/07/18    9:28    27,7       22,5    5,94   7,04     87,4    10,28   26,42    0,72"
"32450003   COSTA ATLANTICA   VISEU                  RIO PIRIÁ                   -1,73615      -46,5919    SECO      NÃO   2018   13/07/18   11:27    27,7       39,2    6,59   7,02     88,2    14,97   27,08    1,11"
"32620001   GURUPI            CACHOEIRA DO PIRIA     RIO GURUPI                  -1,80003     -46,31499    SECO      NÃO   2018   13/07/18   12:34    31,3       54,5    6,42   7,43       96    20,13   28,61    1,13"
"32400001   COSTA ATLANTICA   VISEU                  RIO PIRIÁ                   -1,80199     -46,69789    SECO      NÃO   2018   13/07/18   14:42    22,2       33,7    6,66   7,75     98,3    10,46   27,61    0,56"
"31041000   ACARA             ACARÁ                  RIO ACARÁ                     -1,6788     -48,4144    SECO      SIM   2018   23/07/18   15:39   29,44       15,3    5,45    5,7       74    20,18   28,88    0,51"
"31025000   MOJU              MOJU                   RIO MOJU                      -1,6995     -48,4421    SECO      SIM   2018   23/07/18   16:22    28,2       13,2    5,67   6,02     79,1    14,77    29,6    1,49"
"31023000   MOJU              MOJU                   RIO MOJU                      -1,8769     -48,7621    SECO      SIM   2018   24/07/18   10:21    27,8         13    5,44   5,68     73,6     4,74    28,8    1,58"
"29840000   TOCANTINS         MOCAJUBA               RIO TOCANTINS                 -2,5801     -49,5105    SECO      SIM   2018   24/07/18   15:54    28,5       41,1    6,95   6,87     91,5     1,97   30,39"
"31770000   GUAMA             BARCARENA              RIO ITAPORANGA                -1,5178     -48,6426    SECO      SIM   2018   25/07/18   10:55   30,19       23,8     6,2    6,2     81,6    13,01   29,65    1,81"
"31750000   TOCANTINS         ABAETETUBA             RIO TOCANTINS                 -1,7259     -48,8929    SECO      SIM   2018   25/07/18   17:33    29,3       37,1    6,95   6,71     88,4    20,51   29,79    1,43"
"31775000   GUAMA             BARCARENA              RIO ACARÁ                     -1,5584     -48,5052    SECO      SIM   2018   26/07/18   18:03   27,04       15,1    5,63   6,39     83,7    15,79   29,45    1,59"
"31760000   TOCANTINS         ABAETETUBA             RIO ARAPIRANGA DE BEJA         -1,664     -48,7796    SECO      SIM   2018   26/07/18   10:19    26,6       13,1    5,04   4,79       59     2,07   25,98    1,81"
"31646000   GUAMA             BELÉM                  FURO DO MAGUARI               -1,2758       -48,445   SECO      SIM   2018   10/08/18   12:18   28,76      241,2    6,41   6,04     78,4    31,99   28,86    2,03"
"31647000   GUAMA             BELÉM                  FURO DO MAGUARI                -1,262     -48,4276    SECO      SIM   2018   10/08/18   11:41   29,22      230,2    6,63    6,8     88,1    24,69   28,82    2,03"
"32100000   GUAMA             BENEVIDES              RIO BENFICA                   -1,3132       -48,304   SECO      SIM   2018   13/08/18   14:24   26,62      149,3    6,29    5,6     71,5    16,28   27,91    1,73"
"31645001   GUAMA             BELÉM                  RIO GUAMÁ                     -1,4552     -48,4017    SECO      SIM   2018   13/08/18   12:28    33,3       25,3    5,94   5,96       78    90,65   29,38    2,16"
"32550001   GURUPI            PARAGOMINAS            RIO URAIM                     -2,9287     -47,0528    SECO      NÃO   2018   14/08/18   16:23   26,32       39,1    5,47   3,71     46,1     3,22   26,35    0,59"
"32545000   GURUPI            PARAGOMINAS            RIO PRAINHA                 -2,99648     -47,34722    SECO      NÃO   2018   14/08/18    9:33   26,52       35,5    5,01   6,82     88,4    10,26   28,86    0,54"
"31690000   CAPIM             IPIXUNA DO PARA        IG. CARATAUAÇU                -2,9996     -48,1909    SECO      NÃO   2018   15/08/18   11:34   26,53       16,9    4,63   5,08     61,1     0,23   24,61    0,21"
"31678000   CAPIM             IPIXUNA DO PARA        RIO CAPIM                     -3,1606     -48,0975    SECO      NÃO   2018   15/08/18   12:19   28,88       25,1    5,56   7,27     92,9    17,11   28,04    0,42"
"31034000   ACARA             TOMÉ-AÇU               RIO ACARA MIRIM                -2,423     -48,1467    SECO      NÃO   2018   16/08/18   14:31   28,83      14,77    5,18      6    75,07     5,61   26,79    1,07"
"32549000   GURUPI            PARAGOMINAS            IG. MARITACA                  -2,7767     -47,1684    SECO      NÃO   2018   16/08/18   10:08   30,29      29,85     4,7   5,88    72,73     4,69   26,18    0,79"
"29355000   TOCANTINS         ITUPIRANGA             RIO CAJAZEIRAS              -4,96507     -49,48317    SECO      NÃO   2018   21/08/18   16:27    28,3      93,36     7,9   7,48    96,67     36,6   28,64    0,61"
"29385000   TOCANTINS         NOVO REPARTIMENTO      RIO GABU                    -4,26873     -50,01981    SECO      NÃO   2018   21/08/18   11:07   29,16      70,71    7,13   6,63    79,79    16,47   24,71    0,76"
"29380000   TOCANTINS         NOVO REPARTIMENTO      RIO PUCURUI-ARARAO          -4,43243     -49,93033    SECO      NÃO   2018   21/08/18   13:27   29,38      53,78    6,67   2,43    31,59     5,29   29,09     1,1"
"29050100   ITACAIUNAS        MARABA                 RIO TOCANTINS               -5,33743     -49,12211    SECO      NÃO   2018   22/08/18   15:52    31,6      38,41    8,82   8,26    113,6     7,25   32,26    1,07"
"29210000   TOCANTINS         ITUPIRANGA             RIO TOCANTINS               -5,00186     -49,33239    SECO      NÃO   2018   22/08/18    9:34    28,4      36,11    7,62   7,17    94,93     2,65   30,03    0,92"
"29195000   TOCANTINS         ITUPIRANGA             RIO TOCANTINS               -5,13494      -49,3239    SECO      NÃO   2018   22/08/18    8:17    26,3      38,67     7,5   7,04    93,38     5,72   30,14     0,8"
"29120000   ITACAIUNAS        MARABA                 RIO ITACAIUNAS              -5,38708     -49,20285    SECO      NÃO   2018   22/08/18   11:11    29,9      73,06    8,01    7,6   100,53    15,83   29,99    0,81"
"29041000   TOCANTINS         SAO JOAO DO ARAGUAIA   RIO TOCANTINS               -5,34958      -48,8817    SECO      NÃO   2018   23/08/18    9:51    26,8      31,94    7,88   7,17    93,78     5,47   29,37    0,85"
"29035000   ITACAIUNAS        SAO JOAO DO ARAGUAIA   RIO TOCANTINS               -5,35466     -48,78983    SECO      NÃO   2018   23/08/18   11:02    28,4      29,87    8,15   7,79   103,98     2,19   30,49    0,58"
"31039000   ACARA             ACARÁ                  RIO ACARÁ                     -1,9632    -48,19627    SECO      NÃO   2018   29/08/18   11:53   29,43       15,1    5,17   5,91     75,4     4,51   27,88    1,07"
"31640000   GUAMA             BUJARU                 RIO BUJARU                  -1,71557     -47,97973    SECO      NÃO   2018   29/08/18    9:30   28,83       19,4    5,53   4,81     59,1        8   25,92    1,56"
"31638000   GUAMA             CONCORDIA DO PARÁ      IGARAPE DA VILA CAPOEIRA    -1,86816     -48,02845    SECO      NÃO   2018   29/08/18   10:43   27,19        5,1    5,17   6,29     76,4     3,84    25,2    0,22"
"31720000   CAPIM             AURORA DO PARÁ         RIO CAPIM                  -2,037365    -47,752179    SECO      NÃO   2018   30/08/18   15:00   30,88       23,2    5,55   7,32       96    12,53   29,48    0,77"
"31642000   GUAMA             SANTA ISABEL           RIO GUAMÁ                   -1,49582     -48,19072    SECO      SIM   2018   30/08/18    9:10   28,49       23,8    5,97   6,81     89,3    26,45   29,45    1,83"
"31641000   GUAMA             BUJARU                 RIO GUAMÁ                   -1,51523     -48,04723    SECO      SIM   2018   30/08/18    8:13    30,6       23,8       6   6,83     89,6    17,01    29,5    0,35"
"32370000   COSTA ATLANTICA   BRAGANÇA               RIO CAETE                     -0,9937     -46,7246    SECO      SIM   2018   11/09/18   14:58    29,3   11515,56    6,29   4,33    58,47   315,93   29,07    0,58"
"32390000   COSTA ATLANTICA   AUGUSTO CORREA         RIO URUMAJO                   -1,0751     -46,6361    SECO      SIM   2018   12/09/18   14:34    28,7      47,24   14,56   6,41    79,34    49,87   26,26    0,57"
"32120000   COSTA ATLANTICA   MARAPANIM              RIO MARAPANIM                 -0,9426     -47,6472    SECO      SIM   2018   13/09/18   14:25    28,7      30,46    4,69   4,25    53,32    19,37   26,99     0,8"
"29540000   TOCANTINS         TUCURUI                LAGO DE TUCURUI            -4,006388     -49,63245    SECO      NÃO   2018   25/09/18    9:40      31      28,49     6,9   7,07    92,53     3,92   29,04     0,9"
"29390000   TOCANTINS         NOVO REPARTIMENTO      LAGO DE TUCURUI               -4,3203   -49,706634    SECO      NÃO   2018   25/09/18   13:10      32      37,13    7,29   7,25    97,62     2,73   30,59    1,02"
"29372000   TOCANTINS         NOVO REPARTIMENTO      LAGO DE TUCURUI            -4,545065    -49,478983    SECO      NÃO   2018   26/09/18   13:10      33      33,97    7,29   7,12    95,51     3,13   30,26    0,85"
"29370000   TOCANTINS         NOVO REPARTIMENTO      LAGO DE TUCURUI            -4,610718    -49,419864    SECO      NÃO   2018   26/09/18   12:30      31      36,15     7,5   7,35     98,5     2,46   30,15    1,65"
"29360000   TOCANTINS         ITUPIRANGA             LAGO DE TUCURUI            -4,863651    -49,409392    SECO      NÃO   2018   26/09/18   11:08      31       34,7     7,2   7,28    98,02      2,4   30,46    0,81"
"29530000   TOCANTINS         NOVO REPARTIMENTO      RIO TOCANTINS               -4,24012     -49,58617    SECO      NÃO   2018   27/08/18    8:18      29       33,5    6,67   7,15     94,1     1,46   29,23    0,66"
"31626000   CAPIM             GOIANÉSIA DO PARÁ      RIO CAPIM                     -3,6728     -48,8444    SECO      NÃO   2018   05/10/18   16:41    28,4       35,9    5,97   7,38    94,14    15,34   27,88    0,57"
"31025500   ACARA             TAILANDIA              RIO ACARÁ                     -2,9455     -48,6403    SECO      NÃO   2018   06/10/18   10:08    28,6      15,99    5,36   6,53    81,36     3,22   26,65    1,19"
"31625000   CAPIM             GOIANÉSIA DO PARÁ      RIO VERDE                     -3,8167     -49,0938    SECO      NÃO   2018   06/10/18    8:26    28,1      17,95    6,14   6,18    77,58     20,9   26,98    0,25"
"31026000   ACARA             TAILANDIA              RIO ACARÁ                     -2,4152     -48,6899    SECO      NÃO   2018   06/10/18   14:49    29,3      16,23    5,49   6,39    83,26     5,35   28,62    0,52"
""
