,parametro,mape_treino,rmse_treino,std_rmse_treino,r_quad_treino,mape_teste,rmse_teste,std_rmse_teste,r_quad_teste
0,ph,1.0052733333333332,0.011746666666666666,0.0005149325737954007,0.5326799999999999,2.2642200000000003,0.023293333333333333,0.0007724132457578793,0.16900666666666664
1,coliformes,7.465366666666667,0.5349466666666667,0.016659086276130372,0.22976000000000002,49.39342666666667,1.4592399999999999,0.01650037575329728,0.004933333333333334
2,dbo,15.352226666666668,0.22108,0.0071650261688286955,0.40845333333333333,14.757593333333336,0.2600066666666667,0.012834509037054059,0.06038666666666667
3,fosforo,60.028266666666674,0.10632666666666667,0.001734538042886989,0.27164,69.61790666666667,0.11309333333333334,0.004235007542955371,0.038000000000000006
4,od,76.88087333333334,0.15678666666666666,0.0007923523346480549,0.15104,38.775040000000004,0.12443333333333333,0.0021353115827802646,0.09
5,solido,4.3306266666666655,0.13316,0.006958333133732532,0.46932000000000007,5.768153333333333,0.17439333333333332,0.014093093659267609,0.14338
6,turbidez,11.140573333333334,0.18752666666666667,0.0030645209884888826,0.33143333333333336,12.414060000000003,0.24013333333333337,0.006464020076976519,0.010573333333333334
