,parametro,mape_treino,rmse_treino,std_rmse_treino,r_quad_treino,mape_teste,rmse_teste,std_rmse_teste,r_quad_teste
0,ph,2.028893333333333,0.0047,8.164965809277254e-05,0.9446666666666663,2.355546666666667,0.0237,0.0002921186973360887,0.19400000000000003
1,coliformes,10.655393333333333,0.2171,0.005616285842678123,0.9153333333333333,49.9213,1.4450466666666668,0.025211158023559513,0.009333333333333332
2,dbo,26.06074,0.08833333333333335,0.0015058404814440186,0.9399999999999997,15.055413333333336,0.24099333333333336,0.00550084437962836,0.10200000000000004
3,fosforo,90.32111333333333,0.04161333333333333,0.000721911044073684,0.943333333333333,76.31838,0.11216666666666666,0.0012975190000749728,0.010666666666666668
4,od,94.48499333333332,0.057653333333333334,0.0012322698117250494,0.9466666666666664,43.37973333333334,0.1241333333333333,0.003801169410706248,0.12533333333333335
5,solido,7.926313333333332,0.054120000000000015,0.0010463906217724496,0.9406666666666664,5.649866666666666,0.15328666666666665,0.006897329595978113,0.20466666666666672
6,temperatura,2.2797533333333337,0.010846666666666666,0.0002578543947441829,0.9446666666666664,2.1474666666666664,0.031939999999999996,0.0009199999999999998,0.08733333333333333
7,turbidez,17.759513333333334,0.07260666666666667,0.0012953592380322745,0.9393333333333331,11.620286666666667,0.21091333333333334,0.0038038343228321008,0.02533333333333334
