,parametro,mape_treino,rmse_treino,std_rmse_treino,r_quad_treino,mape_teste,rmse_teste,std_rmse_teste,r_quad_teste
0,ph,1.6865555555555554,0.01577777777777778,0.0024241582476968258,0.3303333333333333,1.9970000000000003,0.02,0.0,0.052555555555555564
1,coliformes,9.217222222222222,0.6592222222222223,0.00999753055929065,0.019111111111111113,56.90777777777776,1.653111111111111,0.010573668669662573,0.005333333333333331
2,dbo,23.00066666666667,0.2635555555555556,0.009562013321755632,0.22266666666666668,12.779,0.21733333333333332,0.003377485367460147,0.029333333333333333
3,fosforo,83.16366666666666,0.11844444444444445,0.0019688939051854845,0.1291111111111111,73.39422222222221,0.11044444444444447,0.0012862041003100235,0.016222222222222225
4,od,93.61266666666667,0.1673333333333333,0.004337604732431806,0.08144444444444446,44.4581111111111,0.13144444444444445,0.002424158247696826,0.04122222222222223
5,solido,6.431222222222222,0.17255555555555552,0.004825344611246325,0.19322222222222224,3.9461111111111107,0.11533333333333332,0.0031150768375280435,0.03966666666666666
6,temperatura,1.8657777777777775,0.030000000000000013,1.3877787807814457e-17,0.08622222222222223,2.1117777777777778,0.030000000000000013,1.3877787807814457e-17,0.028333333333333332
7,turbidez,14.827111111111112,0.2245555555555555,0.0031308895119123055,0.0641111111111111,12.066888888888888,0.21922222222222223,0.004424957278164415,0.009333333333333334
